題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-114-Q37,FORMAL,False,C,C,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,29,29,4,1,,questions/Q37.png,75a7ef00cf56f8c292d91ecaebfbfcad69aa7725c44e60e3dd46664b76164ccd,L3255,49.2 / Arousal and Sleep,L3231,48.4 / Neurotransmitters,49.2 / Arousal and Sleep：不同睡眠期的調質變化是睡眠機制問題。,48.4 / Neurotransmitters：ACh、NE、GABA的神經傳遞功能是判讀選项的分子基礎,採C。組織胺系統通常促醒，睡眠中下降；ACh在NREM減少但REM可重新升高，故原題籠統「睡眠中」必須保留分期界線。NE、GABA變化亦依核團與分期，不能全腦一律化。,"1080,1081,1094,1095","1129,1130,1143,1144",Codex /root,ISU-114-R2-Q37
ISU-114-Q38,FORMAL,False,B,B,同年度釋疑維持原答案B,30,30,5,1,12,questions/Q38.png,f2eb1084ff98f5a14747fb8dd50d251bb3a627ea8cee6e1a51dfd9f8d729e848,L3255,49.2 / Arousal and Sleep,,,49.2 / Arousal and Sleep：藉抑制促醒系統改善睡眠，主歸醒覺睡眠。,無另列最小次條目；再核題圖及釋疑12，兩字樣不同已保存；B有原始試驗藥理支持。血清素亞型未指定不另加肯定結論。,採B且維持。orexin受體拮抗劑可促睡眠。題本C是血清素受體「致效劑」，釋疑改寫為「拮抗劑」，原始二者分開記錄；血清素效應需受體亞型，不能籠統斷定皆促睡或皆促醒。,"1094,1095","1143,1144",Codex /root,ISU-114-R2-Q38
ISU-114-Q39,FORMAL,False,B,B,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,30,30,5,1,,questions/Q39.png,4f06835b670e1f63e8a25f90dea329fb9401f174a04b59702929c0f1d68422c1,L3255,49.2 / Arousal and Sleep,,,49.2 / Arousal and Sleep：直接比較清醒與深睡眠EEG波形。,無另列最小次條目；深慢波的低頻高振幅是群體同步，與單纖維全或無振幅不同；因此睡眠主目足夠，無須添加動作電位条目。,採B。典型深度NREM腦波頻率降低、振幅增加；原文amplitude譯「強度」保留，科學說明用振幅，且不是單一神經元動作電位幅度增大。,"1094,1095","1143,1144",Codex /root,ISU-114-R2-Q39
ISU-114-Q40,FORMAL,False,C,C,同年度釋疑維持原答案C,30,30,5,1,12,questions/Q40.png,ee029ed3fb43b47c123a95271d38af86f0c9626ad274d320b0d522ad05f58313,L3045,45.3 / Hormones and Biological Rhythms,L3258,49.2 / Biological Clock Regulation,45.3 / Hormones and Biological Rhythms：夜間松果體褪黑激素分泌是生物節律激素題。,49.2 / Biological Clock Regulation：晝夜時鐘對睡眠與激素分泌的時間組織提供次面向,採C且維持。夜間褪黑激素高；常用大鼠松果體模式中血清素隨代謝轉換較低。不同物種、夜間取樣點可有差異，不能把所有夜間細胞內血清素固定為同一濃度。,"1015,1094,1095","1064,1143,1144",Codex /root,ISU-114-R2-Q40
ISU-114-Q41,FORMAL,False,D,D,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,30,30,5,1,,questions/Q41.png,635c0b36d0f53d04a75d5b59d282f7bbdf6814656790ffff290b09f7eaf61eed,L2786,42.3 / Blood Flow Velocity,,,42.3 / Blood Flow Velocity：速度、管徑、黏度如何影響血流型態，主歸血流速度。,無另列最小次條目；依雷諾數分母η核對D；保持「傾向」而非實際紊流能量反比，血流速度條目比血壓更直接。,採D。Re=v×d×ρ／η，黏度在分母；題稱「擾流大小」較粗略，嚴謹地說公式比較擾流傾向與臨界条件。,"929,930,931","978,979,980",Codex /root,ISU-114-R2-Q41
ISU-114-Q42,FORMAL,False,D,D,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,30,30,5,1,,questions/Q42.png,8715a3b3dfb784a19e4427e41d45a8404d88c58bb4a2ca3315e133a0c46c2f72,L2711,41.3 / Digestion in the Stomach,L0450,7.4 / The Need for Energy in Active Transport,41.3 / Digestion in the Stomach：辨認壁細胞朝胃腔排H的酸分泌機制。,7.4 / The Need for Energy in Active Transport：逆濃度梯度ATP幫浦是原理，保留主動運輸次目,採D。頂膜H/K ATPase直接把H分泌到胃腔；基底側Na/K ATPase維持梯度但非題問最直接驅動幫浦。,"136,137,907,908","185,186,956,957",Codex /root,ISU-114-R2-Q42
ISU-114-Q43,FORMAL,False,C,C,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,30,30,5,1,,questions/Q43.png,f30971b5126429991b82d84633a49c134a2a106c8e6ce5f4fdac5900adc5064c,L2773,42.2 / The Mammalian Heart: A Closer Look,,,42.2 / The Mammalian Heart: A Closer Look：心室充盈、搏出量與心輸出量關係是核心。,無另列最小次條目；區分回流→舒張末容積→搏出量的內在調節與交感改变收縮性；C成立於生理範圍，主心臟泵功能。,採C。生理範圍內靜脈回流增加使前負荷與搏出量上升；Frank-Starling是心肌內在長度反應，交感可另調變而非本機制定義，不等於心率增加。,"926,927,928","975,976,977",Codex /root,ISU-114-R2-Q43
ISU-114-Q44,FORMAL,False,B,B,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,30,30,5,1,,questions/Q44.png,e7c205a3e9ab4dd364a6f168ed5f49525ddad5fe01bcd41c1a5bad246032b9d7,L2776,42.2 / Maintaining the Heart’s Rhythmic Beat,,,42.2 / Maintaining the Heart’s Rhythmic Beat：心臟節律傳導及ECG中房室傳導延遲為直接考點。,無另列最小次條目；從P起至QRS起完整定義支持B；最小節律目錄包含房室延遲與ECG，沒有把PR interval與segment混用。,採B。PR間期從P起點到QRS起點，涵蓋心房至心室啟動；P僅心房去極化、T為心室再極化，ST非房室傳導時間。,"928,929","977,978",Codex /root,ISU-114-R2-Q44
ISU-114-Q45,FORMAL,False,D,D,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,30,30,5,1,,questions/Q45.png,ae06fa546e51f9febf0b603c7ab284c3ae54a941c8f6de7bcefc86ae7a52a83d,L2776,42.2 / Maintaining the Heart’s Rhythmic Beat,L3209,48.3 / Generation of Action Potentials: A Closer Look,42.2 / Maintaining the Heart’s Rhythmic Beat：完整原圖是心肌含平台的動作電位，優先歸心臟節律。,48.3 / Generation of Action Potentials: A Closer Look：電壓門控K流與再極化是分子原理，但神經元圖不能替代心肌原圖,採D即圖中3。所給0–3比較中，第3期K電導增加、Ca電導下降導致再極化。第4期未列選項；不同K通道時程不同，不說所有K通道同時達絕對峰值。,"928,929,1073,1074,1075,1131","977,978,1122,1123,1124,1180",Codex /root,ISU-114-R2-Q45
ISU-114-Q46,FORMAL,False,A,A,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,31,31,6,1,,questions/Q46.png,223e30e9bc326a785c0395a011a16833dc20c795e5e9784b9be2834975f6fd97,L2789,42.3 / Blood Pressure,L2773,42.2 / The Mammalian Heart: A Closer Look,42.3 / Blood Pressure：主動脈彈性回縮維持舒張壓是血壓條目的直接機制。,42.2 / The Mammalian Heart: A Closer Look：心室舒張與半月瓣關閉時的壓差補足比較,採A。Windkessel回縮供流的舒張期主動脈壓高於左室，主動脈瓣閉合；題未明寫時相，不能把A擴張為射血期或全心動週期皆成立。,"927,930,931","976,979,980",Codex /root,ISU-114-R2-Q46
ISU-114-Q47,FORMAL,False,C,C,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,31,31,6,1,,questions/Q47.png,17fdaadff6702aa0b350eddcf1501056028008c95ac5f9dff97a1675fb123ce9,L2776,42.2 / Maintaining the Heart’s Rhythmic Beat,L3209,48.3 / Generation of Action Potentials: A Closer Look,42.2 / Maintaining the Heart’s Rhythmic Beat：PVC影響下一正常搏動的時序，主歸心臟節律。,48.3 / Generation of Action Potentials: A Closer Look：不反應期的離子通道恢復原理解釋為何刺激不能再啟動,採C。典型未重設竇節律的PVC使下一竇性脈衝遇心室不反應期；插入型PVC或逆行重設可有不同間歇。不能把特定傳導束阻斷視為普遍主因。,"928,929,1073,1074,1075","977,978,1122,1123,1124",Codex /root,ISU-114-R2-Q47
ISU-114-Q48,FORMAL,False,A,A,同年度釋疑維持原答案A,31,31,6,1,13,questions/Q48.png,af38dba35ead6c0c0940b36030a43c541f3c5f433611be4a926d34dec78aeed2,L2740,41.5 / Regulation of Digestion,L2998,45.1 / Intercellular Information Flow,41.5 / Regulation of Digestion：胃酸負回饋與胃腺分泌調節是直接考點。,45.1 / Intercellular Information Flow：D細胞局部作用屬旁分泌，必須保留細胞間訊號條目以指出分泌側別,官方採A且維持。低pH促D細胞體抑素抑制G/ECL/壁細胞；原題寫「至胃腔中」，官方明說旁分泌，科學上主要局部間質訊號，二者不等同。原文與官方解釋並存，不改題掩蓋差異。,"915,916,1000,1001","964,965,1049,1050",Codex /root,ISU-114-R2-Q48
ISU-114-Q49,FORMAL,False,B,B,同年度釋疑維持原答案B,31,31,6,1,13,questions/Q49.png,48bccc6c5c54bb99b3ab8dcc1a82f3e8c25a0c08095918c08640e5b530def258,L3245,49.1 / The Peripheral Nervous System,L2708,"41.3 / The Oral Cavity, Pharynx, and Esophagus",49.1 / The Peripheral Nervous System：比較交感與副交感對腺體的調控，主歸周邊自主神經。,"41.3 / The Oral Cavity, Pharynx, and Esophagus：唾液腺的消化分泌功能為具名效應器",採B且維持。兩種刺激均可分泌唾液，通常副交感多水分、交感較多蛋白。Campbell圖49.7概括交感抑唾液而與本題更細的條件不全同；原始腮腺刺激研究支持雙向促分泌。官方亦保留胰腺交感效應有雙重性的說明。,"905,906,1088,1089","954,955,1137,1138",Codex /root,ISU-114-R2-Q49
ISU-114-Q50,FORMAL,False,A,A,未列於本輪取得114生物釋疑PDF8下方至13；依同年度答案PDF1最下方生物表採計,31,31,6,1,,questions/Q50.png,94c4ccee1b49930b174b46b7e1f54761f21d3fdcc975a09cfe5ae9ccc4d19620,L3332,50.1 / Transmission,L3206,48.3 / Graded Potentials and Action Potentials,50.1 / Transmission：感覺訊號傳遞以動作電位頻率編碼刺激強度。,48.3 / Graded Potentials and Action Potentials：受體階梯電位與全或無動作電位幅度的区别解釋排除其餘選项,採A。更強刺激可產生較大受體電位，於感覺神經轉成較高放電頻率；同一纖維動作電位幅度非強度編碼的主要變數。,"1073,1074,1108,1109","1122,1123,1157,1158",Codex /root,ISU-114-R2-Q50
