題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-113-Q32,FORMAL,False,D,D,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q32.png,01dbf64e2098b4bb38a4c9740132a21a217e3f79ec48b5b742114884d57d5125,L3023,45.2 / Coordination of the Endocrine and Nervous Systems,L3039,45.3 / Adrenal Hormones: Response to Stress,45.2 / Coordination of the Endocrine and Nervous Systems：辨認下視丘與腦垂腺激素來源，屬神經與內分泌協調。,45.3 / Adrenal Hormones: Response to Stress：ACTH作用於腎上腺皮質，保留其靶腺軸。,D。ACTH由腦垂腺前葉分泌，受下視丘CRH調控；TRH與GHRH是釋放激素，GHIH即生長抑素是下視丘抑制訊號。本地1007–1009及1012提供來源與軸，不把下視丘的調控作用誤認成ACTH由其製造。,"1006,1007,1008,1009,1012,1013","1055,1056,1057,1058,1061,1062",Codex /root,ISU-113-R2-Q32
ISU-113-Q33,FORMAL,False,B,B,同年度釋疑維持原答案B,30,30,4,1,5,questions/Q33.png,99d1dde374451262b95544a26f9ad85ef73dfb4986c93fd67bd5417e95710888,L0012,1.1 / Theme: Life’s Processes Involve the Expression and Transmission of Genetic Information,L1320,21.3 / Gene Density and Noncoding DNA,1.1 / Theme: Life’s Processes Involve the Expression and Transmission of Genetic Information：問題是genome基本定義，最小目錄以遺傳資訊主題的全套DNA敘述直接回答。,21.3 / Gene Density and Noncoding DNA：基因密度與非編碼DNA排除只有基因的D選項。,B，釋疑維持。基因組包括全套DNA序列，包含基因及非編碼區；代謝物與蛋白質分屬其他層次。「所有基因」不涵蓋全基因組，且基因也不只蛋白編碼基因。官方引第21章，本地主定義在第1章、次列21.3，保留引用範圍差異。,"6,7,8,449,450,451","55,56,57,498,499,500",Codex /root,ISU-113-R2-Q33
ISU-113-Q34,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q34.png,cca414053141ec1f0e68b52798976798f2fe293f0e515e4db55176de46dc0a79,L1627,26.1 / Binomial Nomenclature,,,26.1 / Binomial Nomenclature：雙名法的屬名、種小名與字體規則是命名基本原則。,無另列最小次條目；對照二名法段落，B把屬名誤稱種名；第二詞種小名不可獨立當完整學名。26.1 Binomial Nomenclature是現存最小條目，無需泛列整章系統分類。,B。第一詞是屬名且首字大寫，第二詞為種小名且小寫；兩詞合成物種學名並常用斜體。原文「第二個詞描述特殊物種」較鬆散，不能把種小名單獨當完整二名學名。,"554,555","603,604",Codex /root,ISU-113-R2-Q34
ISU-113-Q35,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q35.png,9753bb90f06bc75109042b9bf36aff07d7b4bd3bc14fb0df74746bee0c08b034,L0323,6.2 / Comparing Prokaryotic and Eukaryotic Cells,,,6.2 / Comparing Prokaryotic and Eukaryotic Cells：比較原核與真核的核及膜胞器結構，屬兩類細胞比較。,無另列最小次條目；教材原核與真核比較支持典型C並保留非絕對限定，A/B方向顛倒，D錯誤。分類定錨比較細胞條目，沒有因題文概括而隱藏此題。,官方C符合典型教科書比較：真核具膜包圍的核與多種膜胞器；A顛倒，B顛倒典型染色體，D忽略單細胞真核生物。Campbell98說原核細胞質幾乎都無膜胞器（almost all），題目C絕對措辭保留，未擴寫成所有原核DNA必為環狀。,"97,98,99","146,147,148",Codex /root,ISU-113-R2-Q35
ISU-113-Q36,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,30,30,4,1,,questions/Q36.png,9f8b693e04de587e91c55a009838e6f05db01ed9bf23f15293e916feef27299b,L3312,49.5 / Alzheimer’s Disease,,,49.5 / Alzheimer’s Disease：題目指名Alzheimer病理，最小目錄已有阿茲海默症。,無另列最小次條目；再次看原圖確認「中」字，1104把Aβ斑塊定位細胞外、tau纏結在內；科學差異已具體解決為位置錯述並保留官方C。疾病最小條目確定，不靠改狀態消除衝突。,官方C。Aβ斑塊是疾病重要病理，但本地1104明確寫神經元外的amyloid plaques，細胞內主要為tau神經纖維纏結；原題「腦部神經元中的」位置不精確。疾病機制亦非單一斑塊足以概括，保留官方採C及科學位置差異。,"1103,1104","1152,1153",Codex /root,ISU-113-R2-Q36
ISU-113-Q37,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q37.png,614c45be994e63c574fe594a49e79c714560f1975fe2bb605d6666570bfc0d9d,L2265,34.7 / Homo sapiens,,,34.7 / Homo sapiens：智人起源屬Homo sapiens演化條目，非泛稱所有靈長類。,無另列最小次條目；只按題目的洲級對比及Homo sapiens正文選非洲C；未外推單一發源點，主目Homo sapiens合適且無其他最小次項必要。,C。Campbell753–755的化石與DNA證據支援智人在非洲起源；本題只比較洲別，不由此推定唯一確切地點，也不把其他早期人屬遷徙當作現代智人的同一事件。,"753,754,755","802,803,804",Codex /root,ISU-113-R2-Q37
ISU-113-Q38,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q38.png,d0e2898d01ca3170a8675c43fcab950b08e9dbb6b664e0318bb8be47e5ff3b5e,L2495,38.1 / Seed Development and Structure,,,38.1 / Seed Development and Structure：種皮與營養儲藏組織比較屬種子發育構造。,無另列最小次條目；藜麥原始研究證實perisperm儲藏澱粉，C可供萌發；B按成熟種子主要功能為保護。Campbell與課外物種證據分開，種皮絕不含營養的過度表述保留界線。,B是通常的功能分類：種皮主要保護，子葉與胚乳可儲藏養分，某些種子也由外胚乳（珠心來源）儲藏。補充藜麥原始研究證實外胚乳澱粉；原題「不存有營養成分」不應解成任何發育階段的種皮絕不含營養物質。,"828,829,830","877,878,879",Codex /root,ISU-113-R2-Q38
ISU-113-Q39,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q39.png,f69d930faa5657b4d1d14bf6942ef0b9277dd1a234ffaf04375d6073dfef1dd6,L2397,36.4 / Stimuli for Stomatal Opening and Closing,L2394,36.4 / Mechanisms of Stomatal Opening and Closing,36.4 / Stimuli for Stomatal Opening and Closing：比較光、CO2與環境刺激對氣孔的調控，主列氣孔開閉刺激。,36.4 / Mechanisms of Stomatal Opening and Closing：保衛細胞K+移動與膨壓是區別Na+選項的機制。,C。典型氣孔調控主要涉及光、CO2、溫度／水分狀態及保衛細胞K+等滲透溶質。不是說Na+或鹽逆境對植物氣孔完全沒有影響，而是題列Na+濃度非一般主要調控因素。,"797,798,799","846,847,848",Codex /root,ISU-113-R2-Q39
ISU-113-Q40,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q40.png,b120cc51d68a57cb7404986c82c486842949dfabaaad041876a7402853ba6de1,L2489,38.1 / Development of Female Gametophytes (Embryo Sacs),L2495,38.1 / Seed Development and Structure,38.1 / Development of Female Gametophytes (Embryo Sacs)：精細胞結合的目標取決於胚囊中央細胞與極核構造，主列雌配子體發育。,38.1 / Seed Development and Structure：中央細胞受精後形成胚乳，需保留種子發育構造條目。,A。典型胚囊中央細胞含兩個極核，與一精核融合形成通常3n的初生胚乳核；卵細胞與另一精細胞形成合子。輔細胞協助導引花粉管，反足細胞不是胚乳來源。最小真實目錄無獨立Double Fertilization葉項，不能以正文小標虛造TOC。,"826,827,828","875,876,877",Codex /root,ISU-113-R2-Q40
ISU-113-Q41,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q41.png,1b0e1c10f1125c63c691d2bd726dbbdbf81e6d7ad5b539b4989395da2648058a,L2957,44.2 / Forms of Nitrogenous Waste,,,44.2 / Forms of Nitrogenous Waste：尿酸是含氮廢物之一，需與尿素等代謝終產物區別。,無另列最小次條目；NIAMS指出尿酸鹽晶體與發炎且高尿酸未必痛風，A採計及科學邊界相容。主含氮廢物，教材未載疾病細節的限制已記，不新增虛構Gout目錄。,A。尿酸鹽長期升高及晶體沉積可造成關節發炎，並非所有高尿酸者必有痛風；草酸鈣與尿素等不是此題主要致病結晶。Campbell982支援尿酸廢物分類，疾病細節另由NIAMS核對，不冒稱教材該段完整論痛風。,"982,983","1031,1032",Codex /root,ISU-113-R2-Q41
ISU-113-Q42,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q42.png,6a89e49acb9e31bbc477958ee232577d070505368cf1203087b8997a295d04bf,L0588,9.4 / An Accounting of ATP Production by Cellular Respiration,L0365,6.5 / Mitochondria: Chemical Energy Conversion,9.4 / An Accounting of ATP Production by Cellular Respiration：細胞呼吸產生的ATP需輸出胞質才供能；ATP產額條目178明列輸出成本，最貼近本題能量與轉運問題。,6.5 / Mitochondria: Chemical Energy Conversion：粒線體內膜／基質區隔支援ANT交換的位置。,C。邦克列酸直接結合ANT（ADP/ATP carrier），阻止胞質ADP入基質與ATP外輸；不是直接結合ATP synthase、cytochrome c或complex III。Campbell110與177–178僅提供區隔及ATP輸出原理，毒素標的由Cell原始研究摘要證實。ANT利用電化學條件交換核苷酸，不能誤分類成自身水解ATP的鈉鉀型泵。,"110,175,176,177,178","159,224,225,226,227",Codex /root,ISU-113-R2-Q42
ISU-113-Q43,FORMAL,False,B,B,同年度釋疑維持原答案B,31,31,5,1,5,questions/Q43.png,e74c31bfd1e97ac52312b1c7f0abe699554ebbca94b4be9a0cbda711acdfca19,L3045,45.3 / Hormones and Biological Rhythms,L3251,49.2 / The vertebrate brain is regionally specialized,45.3 / Hormones and Biological Rhythms：松果體褪黑激素調節生理節律，主列褪黑激素條目。,49.2 / The vertebrate brain is regionally specialized：松果體屬間腦上視丘區，需保留腦區的精確定位。,B，釋疑維持。松果體分泌melatonin，夜間通常較多；「大腦」是題目與釋疑廣義用法，解剖上屬間腦上視丘，不是端腦皮質。非傍晚必達最高、也非刺激色胺酸生成；食藥署2023資料說產品按藥品列管，不能當臺灣一般保健食品。治療睡眠障礙的題首敘述不等於療效已普遍確立。,"1015,1016,1091,1092,1093,1094","1064,1065,1140,1141,1142,1143",Codex /root,ISU-113-R2-Q43
ISU-113-Q44,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q44.png,d91ce0432fd30efed53f849c7a306c0c63bea15ea48b1b597a09354ab5d52f87,L0724,11.3 / Small Molecules and Ions as Second Messengers,L2998,45.1 / Intercellular Information Flow,11.3 / Small Molecules and Ions as Second Messengers：Ca2+、cAMP、IP3是教材典型小分子／離子第二傳訊者，直接對應該最小條目。,45.1 / Intercellular Information Flow：NO可擴散至鄰細胞作用，補充細胞間局部訊息與細胞內接續反應的界線。,官方B。Campbell223–225列典型cAMP、Ca2+、IP3，並以NO由鄰細胞而來、活化guanylyl cyclase產cGMP說明。本題問「常見」依此框架選B；NO也有受體下游合成及細胞內訊息作用，不能說它在任何定義或迴路都不可能扮演第二訊息角色。保留分類慣例與來源界線，未擅改採計。,"217,218,223,224,225,1000,1001","266,267,272,273,274,1049,1050",Codex /root,ISU-113-R2-Q44
ISU-113-Q45,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q45.png,6ec647ea8602c123a5139dc0e4ed5c6af71c017b4635476ccde1b7ce82935609,L3348,50.2 / Sensing of Gravity and Sound in Invertebrates,,,50.2 / Sensing of Gravity and Sound in Invertebrates：平衡囊藉機械受器感知相對重力方向，最小目錄為無脊椎動物重力感覺。,無另列最小次條目；按完整A–D比較的是感覺類型而非化學組成，statocyst機械感受重力支持A。保持原文，最小重力感覺條目足夠。,A。statolith受重力移動／施壓引起感覺毛偏折，由機械受器感測；不是以光、化學或溫度辨向。題目稱「物質」但選項實為受器功能，保留原題措辭，不改成另一道化學成分題。,"1110,1111,1112","1159,1160,1161",Codex /root,ISU-113-R2-Q45
ISU-113-Q46,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q46.png,85c7a1c5da909412b2581a0da426d8a019dc637376760645bc4c2cc6b42345bd,L3231,48.4 / Neurotransmitters,,,48.4 / Neurotransmitters：GABA與其他介質比較，屬神經傳遞物質功能。,無另列最小次條目；GABA在選項中最符合，脊髓glycine及其他介質的受器依賴性保留。48.4 Neurotransmitters主目直接命中，不誤掛特定藥理處方。,A。GABA是腦內主要抑制性傳遞物質；脊髓甘胺酸亦重要，其他列出的介質可能依受器與迴路產生不同效應。不能將「最主要」擴寫成只有GABA能抑制，或每個發育時期與離子條件都相同。,"1080,1081,1082","1129,1130,1131",Codex /root,ISU-113-R2-Q46
ISU-113-Q47,FORMAL,False,C,C,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,31,31,5,1,,questions/Q47.png,48cf4824786c304378f4439a8d00c4191285011d36b8442d450de6a8ff63a6ac,L2870,43.1 / Innate Immunity of Vertebrates,,,43.1 / Innate Immunity of Vertebrates：哺乳類先天細胞藉TLR辨認PAMP，主列脊椎動物先天免疫。,無另列最小次條目；原題哺乳細胞對PAMP辨識的標準受器為TLR；補體有辨識和效應角色但不取代TLR作此題最佳答案。43.1先天免疫條目包含對比，分類無待解部分。,C。TLR是辨識某些病原模式的受器；細胞素與干擾素主要是訊號分子。補體亦參與先天辨識與效應，不能概括說完全不辨識病原，但題目指定細胞受器層次時TLR最直接。,"954,955,956","1003,1004,1005",Codex /root,ISU-113-R2-Q47
ISU-113-Q48,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,32,32,6,1,,questions/Q48.png,6367d0ed55b32e5a4a84c490ea80615de51694f03058eeee5e6e82c1368f5ecc,L3104,46.4 / Hormonal Control of Female Reproductive Cycles,,,46.4 / Hormonal Control of Female Reproductive Cycles：LH高峰觸發成熟卵泡排卵，屬雌性生殖週期激素控制。,無另列最小次條目；1033明列LH surge後約一天排卵，故B代表最直接觸發不是零延遲；成熟卵泡前提保留。46.4週期調節為最小合格條目，沒有擴張成實際動物操作指引。,B。LH是題列最直接的排卵觸發訊號，FSH偏卵泡發育、雌激素參與上游回饋、黃體酮維持週期後段。原題「立刻」須限於已有反應能力的成熟卵泡，非任意時期注射就瞬間排卵；本地1033說人類排卵約在LH高峰後一天，不提供實際動物注射處方。,"1032,1033,1034","1081,1082,1083",Codex /root,ISU-113-R2-Q48
ISU-113-Q49,FORMAL,False,B,B,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,32,32,6,1,,questions/Q49.png,7fc9feba680e9144465732576b554f4bbee0e040e5223b7e75377c474d23cef5,L3364,50.3 / The Vertebrate Visual System,,,50.3 / The Vertebrate Visual System：眼球感光層與成像位置屬脊椎動物視覺構造。,無另列最小次條目；比較眼球層次及光路，最內感光層為視網膜B；水晶體與中樞作用在不同階段。50.3視覺條目足夠，與Q1同條目不代表重複題目。,B。視網膜為最內側感光神經層，水晶體把光聚焦到視網膜；鞏膜與脈絡膜分別偏保護與血管供應。視網膜上光學成像與大腦形成視知覺仍是不同階段。,"1119,1120,1121","1168,1169,1170",Codex /root,ISU-113-R2-Q49
ISU-113-Q50,FORMAL,False,A,A,未列於本輪取得113生物釋疑PDF3下方至5；依同年度答案PDF1最下方生物表採計,32,32,6,1,,questions/Q50.png,6308f389cd0fcb4d6ba12f8d9b2270294b051a05adaf3fab5721e5e4e647e19b,L2557,39.2 / A Survey of Plant Hormones,,,39.2 / A Survey of Plant Hormones：IAA主要生成部位在植物激素總覽與auxin段落，最小真實TOC為A Survey of Plant Hormones。,無另列最小次條目；重看已去空白的完整Q50，846表載主要芽尖幼葉及根尖例外，847–848Auxin正文續證。條目起始847與證據846分欄保存，原圖全部A–D仍在；分類已明確。,A。Campbell表39.1（印刷846）明列芽尖分生組織與幼葉是主要合成處，根尖亦能合成；發育種子與果實高IAA不必等於全為當地新合成。主目錄起始847，相關總表在846，兩頁定位分開保存，不另虛構TOC的Auxin葉項。,"846,847,848,849","895,896,897,898",Codex /root,ISU-113-R2-Q50
