題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-115-Q36,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,5,28,5,1,,questions/Q36.png,f25989e88db975ae69e7e3f25011ef7cdd79be2fbaecea4d8f14a1cbb0083e9b,L2283,"35.1 / Vascular Plant Organs: Roots, Stems, and Leaves",,,"35.1 / Vascular Plant Organs: Roots, Stems, and Leaves：馬鈴薯、胡蘿蔔、芹菜與洋蔥的食用部位，須辨識根莖葉的特化器官。",無另列最小次條目；錯誤選項B確認；分類是根莖葉而非營養儲存代謝。,B為錯誤敘述。馬鈴薯塊莖是地下莖，芽眼可辨；胡蘿蔔主要是儲藏根、芹菜常食部分是葉柄，洋蔥鱗莖的肥厚部分主要為葉基。,"759,760,761,762","808,809,810,811",Codex /root,ISU-115-R2-Q36
ISU-115-Q37,FORMAL,False,C,C,同年度釋疑維持原答案C,5,28,5,1,8,questions/Q37.png,c8dc0ca768add5d6d45f257b5f6202e04dcaa796543ef880feaa82c2d41329c6,L2300,35.3 / Primary Growth of Roots,,,35.3 / Primary Growth of Roots：把根尖推入土壤的主要力量來自伸長區細胞延長，屬根的初生生長。,無另列最小次條目；35.3印刷768有直接證據，官方誤寫concept6.4照存，不沿用錯誤編號。,C且釋疑維持C。分生區產生新細胞，後方伸長區使根伸長。官方寫「第35章concept 6.4」的編號有誤；本地實際是Concept35.3的Primary Growth of Roots，印刷768／PDF817，原釋疑不修改。,"768,769","817,818",Codex /root,ISU-115-R2-Q37
ISU-115-Q38,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,5,28,5,1,,questions/Q38.png,4d560fea9e2708bc19003f00b63a5e865fb6aa0cfe79dac6280e31eddf2864ec,L2310,35.4 / The Vascular Cambium and Secondary Vascular Tissue,L2313,35.4 / The Cork Cambium and the Production of Periderm,35.4 / The Vascular Cambium and Secondary Vascular Tissue：多年木本莖增粗並形成木材，主要由維管束形成層向內外產生次生組織。,35.4 / The Cork Cambium and the Production of Periderm：樹皮外部周皮的形成需木栓形成層，與維管束形成層不可混同。,B。次生生長增加莖徑；維管束形成層產生次生木質部與韌皮部，木栓形成層形成周皮。樹皮包括維管束形成層以外組織，不等同只有木栓。,"772,773,774,775,776","821,822,823,824,825",Codex /root,ISU-115-R2-Q38
ISU-115-Q39,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,5,28,5,1,,questions/Q39.png,3863f81b2bd702ae99b9603b0505351664071fddd73cbf4eed39da9e0fff373d,L2492,38.1 / Development of Male Gametophytes in Pollen Grains,,,38.1 / Development of Male Gametophytes in Pollen Grains：雄配子體的花粉管把精細胞送過花柱到胚囊，題問的是精子遞送。,無另列最小次條目；只有A符合被子植物花粉管遞送；正文子標題比目錄更細，附記子標而不偽造目錄ID。,A。花粉管在柱頭萌發後穿過花柱向胚珠延伸並釋出精細胞。昆蟲搬運花粉屬授粉，不能替代花粉管的內部遞送。正文Sperm Delivery by Pollen Tubes未另列於實際詳細目錄，保存可核實最小目錄Development of Male Gametophytes in Pollen Grains並附正文子標題。,"826,827,828","875,876,877",Codex /root,ISU-115-R2-Q39
ISU-115-Q40,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,6,29,6,1,,questions/Q40.png,7e49bcffec60efe1dbdf40252d16b9e48ff5284f733d6967a85d217193594af6,L2378,36.3 / Transport of Water and Minerals into the Xylem,L2359,36.2 / The Apoplast and Symplast: Transport Continuums,36.3 / Transport of Water and Minerals into the Xylem：題目問根吸收礦物質後進入維管束的通路，主列進入木質部運輸。,36.2 / The Apoplast and Symplast: Transport Continuums：共質體經原生質絲相連的定義獨立保存，雖同章仍不省略。,D。根毛吸收後可循共質體經原生質絲通過皮層；凱氏帶阻擋內皮層的質外體旁路。進入木質部的最終步驟仍涉及膜運輸，不說整條路徑永遠不跨膜，也不把成熟導管當活細胞共質體。,"787,788,792","836,837,841",Codex /root,ISU-115-R2-Q40
ISU-115-Q41,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,6,29,6,1,,questions/Q41.png,8c09133e5ad1e476116b53e2f0793a66c6eb34be09260b64a2acdff5de176fab,L2557,39.2 / A Survey of Plant Hormones,,,39.2 / A Survey of Plant Hormones：生長素與細胞分裂素共同調節分枝，是植物激素功能比較。,無另列最小次條目；B是所列最適當配對，激素總覽為實際最小目錄；不建立文字目錄不存在的分枝葉節。,B。生長素參與頂芽優勢，細胞分裂素促進側芽生長；課本同段亦討論獨腳金內酯，因此這一對不是分枝控制的全部因子。,"847,848,849,850,851","896,897,898,899,900",Codex /root,ISU-115-R2-Q41
ISU-115-Q42,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,6,29,6,1,,questions/Q42.png,4d663059571dd5e45570317a2831179b35a5b525c0d9ff00427c69d2b34f41ba,L2576,39.3 / Photoperiodism and Responses to Seasons,,,39.3 / Photoperiodism and Responses to Seasons：長日照植物的開花判準是夜長與臨界暗期，屬光週期。,無另列最小次條目；A以各植物臨界暗期定義，避開C的不固定判準。,A。典型長日植物在連續黑夜短於臨界值時開花；不能一律把臨界值寫成12小時，短暫夜間照光也可影響反應。,"859,860,861","908,909,910",Codex /root,ISU-115-R2-Q42
ISU-115-Q43,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,6,29,6,1,,questions/Q43.png,619655b7cb4fb32d0d7ba5a7b726e6aa5255e918a7e13a81aca07dd67370bbc6,L2870,43.1 / Innate Immunity of Vertebrates,,,43.1 / Innate Immunity of Vertebrates：比較補體與自然殺手細胞的先天免疫功能，主列脊椎動物先天免疫。,無另列最小次條目；C為非補體功能；先天免疫主項已涵蓋兩者比較，不以抗體參與反應改成適應性免疫主分類。,C為所問非補體功能。補體可促進發炎、趨化、調理吞噬及膜攻擊；NK細胞釋放殺傷分子屬細胞效應。補體與抗體可協同，但不因此等同NK細胞分泌物。,"954,955,956,957,966","1003,1004,1005,1006,1015",Codex /root,ISU-115-R2-Q43
ISU-115-Q44,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,6,29,6,1,,questions/Q44.png,759b6be626200cefb99e2f3fb7289083b4cba88169f3df1b6821646b37a09c95,L2886,43.2 / Antigen Recognition by T Cells,L2902,43.3 / Cytotoxic T Cells: A Response to Infected Host Cells,43.2 / Antigen Recognition by T Cells：TCR辨認受感染細胞表面的胜肽與MHC複合體，主列T細胞抗原辨識。,43.3 / Cytotoxic T Cells: A Response to Infected Host Cells：辨識後的CD8細胞毒殺傷功能另列感染宿主細胞反應。,A。典型受病毒感染體細胞藉MHC I呈現內源性胜肽，供CD8 T細胞辨認；輔助T細胞通常辨認MHC II，不能把所有T細胞都說成只認MHC I。,"959,960,966,967","1008,1009,1015,1016",Codex /root,ISU-115-R2-Q44
ISU-115-Q45,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,6,29,6,1,,questions/Q45.png,867432db7ac27508f5325c1ede0056df47966435a7f337c542e85d78ecd5eff3,L2649,40.3 / Balancing Heat Loss and Gain,L0588,9.4 / An Accounting of ATP Production by Cellular Respiration,40.3 / Balancing Heat Loss and Gain：褐色脂肪以產熱維持體溫，主列熱量得失平衡。,9.4 / An Accounting of ATP Production by Cellular Respiration：課本呼吸ATP產量段落明述褐色脂肪的解偶聯蛋白，補足能量去向。,D。非顫抖產熱可藉粒線體內膜解偶聯蛋白使質子回流而不驅動ATP合成，能量以熱散出；不是靠骨骼肌顫抖。,"175,176,177,178,885,886,887","224,225,226,227,934,935,936",Codex /root,ISU-115-R2-Q45
ISU-115-Q46,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,6,29,6,1,,questions/Q46.png,34f5756b14ddcadfbe661e9d1399755d448dfcd3de8a02b164fcd7d8fa51f1d1,L2987,44.5 / Homeostatic Regulation of the Kidney,,,44.5 / Homeostatic Regulation of the Kidney：酒精抑制ADH使集尿管水再吸收減少，是腎臟恆定調控。,無另列最小次條目；C與教材印刷995酒精例子一致，腎臟恆定調控為最小項。,C。ADH減少降低集尿管對水的通透性，使尿量增加；不是直接提高ADH分泌或增加水再吸收。,"994,995","1043,1044",Codex /root,ISU-115-R2-Q46
ISU-115-Q47,FORMAL,False,A,A,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,7,30,7,1,,questions/Q47.png,baf9460c9680262dc970b8ea8f647f35230e5ebc70fdcae8d48b61e658392725,L3104,46.4 / Hormonal Control of Female Reproductive Cycles,,,46.4 / Hormonal Control of Female Reproductive Cycles：停經涉及卵巢對性腺刺激素反應降低，屬女性生殖週期激素控制。,無另列最小次條目；A符合本書印刷1033，保留原題用更年期對應menopause的用語，不擴張成所有更年期階段。,A。課本指出停經卵巢失去對FSH與LH的反應；不是子宮內膜單純磨損，也不能說FSH及LH分泌必然降低。,"1032,1033,1034,1035","1081,1082,1083,1084",Codex /root,ISU-115-R2-Q47
ISU-115-Q48,FORMAL,False,D,D,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,7,30,7,1,,questions/Q48.png,5e2fec188a7242fc86533241205d21ab8608622d07f1de24fd298c56117c2816,L3134,47.1 / Fertilization,L0724,11.3 / Small Molecules and Ions as Second Messengers,47.1 / Fertilization：Ca2+啟動皮質反應與受精膜形成，主列受精。,11.3 / Small Molecules and Ions as Second Messengers：細胞內Ca2+作第二傳訊者，補充實驗干預的訊號層次。,官方D。海膽模型的卵內Ca2+升高引發皮質顆粒胞吐及受精膜形成；若螯合有效壓低卵內游離鈣，該反應可受阻。原題僅寫EDTA處理，未給物種、處理位置與膜通透條件；作者教材的直接證據是卵內注射EGTA，不能偷換成任何卵外EDTA浴都必然耗竭ER鈣或完全等效。,"224,1044,1045,1046,1047","273,1093,1094,1095,1096",Codex /root,ISU-115-R2-Q48
ISU-115-Q49,FORMAL,False,C,C,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,7,30,7,1,,questions/Q49.png,eb2546117edb455ab160344a9d964e6856f88deaae4dbbbda2f896fc1f52f98c,L3312,49.5 / Alzheimer’s Disease,L3293,49.4 / Memory and Learning,49.5 / Alzheimer’s Disease：阿茲海默症的病理與認知障礙，主列該具名疾病。,49.4 / Memory and Learning：突觸強度及結構參與記憶，另保存記憶與學習最小條目。,C為選項中的合理敘述。疾病涉及突觸功能與結構改變、神經細胞損失及類澱粉與tau病理，不把任一分子或突觸變化寫成唯一致病機制。,"1100,1101,1103,1104","1149,1150,1152,1153",Codex /root,ISU-115-R2-Q49
ISU-115-Q50,FORMAL,False,B,B,未列於本輪取得115生物釋疑PDF7下方至8；依同年度答案PDF1最下方生物表採計,7,30,7,1,,questions/Q50.png,1b75e8303531f73ab611f2f53077589aa0dc76d7c29e732bf221af6fcc5f4af1,L2924,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses",L2889,43.2 / B Cell and T Cell Development,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses：以調節性T細胞抑制自體免疫，主列免疫失調。",43.2 / B Cell and T Cell Development：T細胞發育的自我耐受機制支援Treg維持耐受的目標。,B。體外擴增並維持Foxp3穩定的自體Treg再回輸，是研究中的自體免疫細胞治療策略。原始SLE研究支援此製程與表型，不代表已證實能常規治癒所有SLE或RA患者；抑制Foxp3反而與維持Treg功能目標相反。,"960,961,970,971","1009,1010,1019,1020",Codex /root,ISU-115-R2-Q50
