題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-112-Q31,FORMAL,False,D,D,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,4,1,,questions/Q31.png,ee984d366bccfe2a72d00b4d86830272136e04d43869c0f6f69ce8e563d50753,L1989,31.3 / The Origin of Fungi,,,31.3 / The Origin of Fungi：Origin of Fungi中的後鞭毛生物關係與真菌最近原生生物親緣，直接處理本題分子親緣比較。,無另列最小次條目；659–660指出nucleariids的更近親緣，D海綿只在給定選項成立。主Origin of Fungi足以處理，不因海綿作答案就移成刺胞或海綿構造章。,官方D。四個選項中海綿屬動物，與真菌比綠藻、苔類及黏菌更接近；若不限定選項，Campbell列真菌最接近的原生生物親緣為nucleariids，不能宣稱海綿是所有生物中真菌唯一最近親。,"659,660","708,709",Codex /root,ISU-112-R2-Q31
ISU-112-Q32,FORMAL,False,B,B,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,4,1,,questions/Q32.png,1424d7f06d170199145d2bc3db22bee444276f5b6bdf1d2efcce27959d3861d2,L2097,33.2 / Cnidarians are an ancient phylum of eumetazoans,,,33.2 / Cnidarians are an ancient phylum of eumetazoans：Concept 33.2包含刺細胞、刺絲囊與捕食防禦功能，當地目錄沒有獨立的刺細胞條目，故選此最小概念。,無另列最小次條目；兩原始摘要顯示成熟前軟骨素與小型膠原，原題自由細胞質的簡單多醣描述仍不完整；保留B採計及結構階段差異。Concept33.2是實際最小目錄，未虛構刺絲囊葉節點。,官方B。刺絲囊是胞內特化囊狀構造，絲管含小型膠原等成分，不是自由細胞質中的簡單多醣聚合物。原始研究也發現成熟前軟骨素支架，故不可反向聲稱絲管完全無醣或只有蛋白。黏附型與穿刺毒性型須區分，原題C、D按不同刺絲囊型態的一般功能理解。,"691,692,693","740,741,742",Codex /root,ISU-112-R2-Q32
ISU-112-Q33,FORMAL,False,B,B,同年度釋疑維持原答案B,25,25,4,1,5,questions/Q33.png,af4704449942a33a6e653df94eabee4b06086ac414976a9999b0871011428f55,L2173,34.2 / Hagfishes and Lampreys,"L2189,L2192","34.3 / Chondrichthyans (Sharks, Rays, and Their Relatives) ; 34.3 / Ray-Finned Fishes and Lobe-Fins",34.2 / Hagfishes and Lampreys：核對完整脊椎動物早期分支，Hagfishes and Lampreys直接界定圓口類與有頜類，作為檢驗題幹分群的最小主目。,"34.3 / Chondrichthyans (Sharks, Rays, and Their Relatives)：Chondrichthyans直接核對原題B的軟骨魚是有頜類而非圓口類；34.3 / Ray-Finned Fishes and Lobe-Fins：Ray-Finned Fishes and Lobe-Fins說明Osteichthyes及四足類的支序範圍，保留硬骨魚名稱與現代演化分群的差異。",官方B且釋疑維持。Campbell12e印刷723的cyclostomes應為圓口類；釋疑寫「原口類」並引10e中文870–882，這不是本輪12e頁碼。盲鰻、七鰓鰻不是Chondrichthyes，軟骨魚屬有頜類，不能把圓口類／有頜類換成軟骨魚／硬骨魚作全部脊椎動物的兩分法。印刷728的Osteichthyes支序群含四足類。故本題B的科學完備性衝突保留，未冒稱B經教材證實，也未自行改官方答案。,"722,723,724,725,726,727,728,729","771,772,773,774,775,776,777,778",Codex /root,ISU-112-R2-Q33
ISU-112-Q34,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,4,1,,questions/Q34.png,fb8c54d865c2280969b839158841adeb04dc22eb54909f5d72dc4dd650f14cd6,L0094,2.1 / The Elements of Life,,,2.1 / The Elements of Life：Elements of Life直接定义必需元素與trace elements，題目問需求量而非分布或運輸。,無另列最小次條目；29–30定義指維持生命所需的極少量，A一致；主Elements of Life，不需擴到營養吸收機制或非必需保健物。,官方A。微量元素為生物所需量極少的必需元素，名稱不指在自然界稀少，也不代表吸收能力差或非必要。,"29,30","78,79",Codex /root,ISU-112-R2-Q34
ISU-112-Q35,FORMAL,False,B,B,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,25,25,4,1,,questions/Q35.png,cc1ccff1b7ca98012734e7a4bc7741db62c493f33cbbbe820588f1676d250c1e,L0391,6.7 / The Extracellular Matrix (ECM) of Animal Cells,L0744,11.5 / Apoptotic Pathways and the Signals That Trigger Them,6.7 / The Extracellular Matrix (ECM) of Animal Cells：本題ECM成分、分泌、黏附與訊號均在The Extracellular Matrix of Animal Cells最小條目，故保留主目。,11.5 / Apoptotic Pathways and the Signals That Trigger Them：Apoptotic Pathways and the Signals That Trigger Them提供凋亡與存活訊號的分類，用於核對官方B與ECM依賴存活的衝突。,官方B，未列於本輪取得生物釋疑。Campbell描述ECM經integrin影響細胞行為；Frisch與Francis原始上皮細胞研究顯示失去基質接觸可誘發anoikis。因此B「可以保護」存在真實成立情境，不能改寫成「保證所有細胞永不凋亡」來替原題製造唯一錯項。採計與科學衝突完整保留，分類明確落在ECM及凋亡訊號。,"118,119,229,230,231","167,168,278,279,280",Codex /root,ISU-112-R2-Q35
ISU-112-Q36,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,26,26,5,1,,questions/Q36.png,e19ce344ae22a51c9f60e11c4228e6c9088d174716066e6f3e44423ea4482911,L0575,9.3 / The Citric Acid Cycle,,,9.3 / The Citric Acid Cycle：Citric Acid Cycle最小條目直接列氧化還原、GTP或ATP、CO2與草醯乙酸再生。,無另列最小次條目；172–174的循環反應對照確認A是未發生的NADH氧化；每輪乙醯基的數目範圍已註明。主Citric Acid Cycle，不因錯誤選項另列電子傳遞。,官方A。循環將NAD+還原成NADH，NADH氧化主要在呼吸電子傳遞鏈。每個乙醯基進入一輪可釋兩個CO2並再生草醯乙酸，某步可形成GTP；兩個CO2是每輪，非每個葡萄糖全程總數。,"172,173,174","221,222,223",Codex /root,ISU-112-R2-Q36
ISU-112-Q37,FORMAL,False,D,D,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,26,26,5,1,,questions/Q37.png,0f6b8bb653cc431dee0843192bb62c74b591ca04c366a15f6b82e47c895f2528,L1728,27.2 / Genetic Recombination,,,27.2 / Genetic Recombination：Genetic Recombination條目中原核細菌的轉型、轉導與接合直接對應自然水平基因轉移的比較。,無另列最小次條目；原題確實限自然狀況細菌，579–581對照三種標準HGT方式支持D；主Genetic Recombination，明列古菌與人工融合不是本題全稱否定範圍。,官方D。題幹明確限細菌自然狀況，經典三種方式為吸收環境DNA、噬菌體媒介及細胞間接合；一般融合不是此題所列的標準方式。不把這一題擴張成所有古菌或人工原生質體都不可能融合。,"579,580,581","628,629,630",Codex /root,ISU-112-R2-Q37
ISU-112-Q38,FORMAL,False,D,D,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,26,26,5,1,,questions/Q38.png,d980582202687920623bf843871cca29e5157212781542823c688ac26f613479,L0850,13.4 / Origins of Genetic Variation Among Offspring,,,13.4 / Origins of Genetic Variation Among Offspring：Origins of Genetic Variation Among Offspring直接比較獨立分配、互換及隨機受精，正是有性週期的特有重組來源。,無另列最小次條目；265–266明分新等位基因來源與性生殖重組，D不特有於有性生殖；主後代變異來源最小目錄，不刪去突變的科學作用。,官方D。突變是新等位基因的根本來源，但有性與無性世代皆可能發生；A、B、C是本題強调有性生殖特別增加組合變異的過程，不否定突變對演化的重要性。,"265,266","314,315",Codex /root,ISU-112-R2-Q38
ISU-112-Q39,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,26,26,5,1,,questions/Q39.png,818ced323af60e2f3f97b46f3dd21f453878010768aa8ad27090bc6ac0b60d29,L0981,15.5 / Genomic Imprinting,,,15.5 / Genomic Imprinting：Genomic Imprinting最小條目直接定義同一等位基因因親本來源不同而表現不同。,無另列最小次條目；310–311的印記定義與基因沉默直接吻合A，原題說少數基因，未誇大成全部基因。主Genomic Imprinting，沒有另列不適用的胞器遺傳次目。,官方A。某些基因在配子形成時建立親源印記，使子代偏向表現特定親本的等位基因；不是同一基因影響多種性狀或粒線體單親遺傳。Campbell也指出印記可在形成下一代配子時重設，並非全部基因普遍只有一方表現。,"310,311","359,360",Codex /root,ISU-112-R2-Q39
ISU-112-Q40,FORMAL,False,C,C,同年度釋疑維持原答案C,26,26,5,1,5,questions/Q40.png,b4d003a3ac42daea1ba8430d900160cbea7b907dd2db191cbedf31a91916e42d,L0997,16.1 / The Search for the Genetic Material: Scientific Inquiry,,,16.1 / The Search for the Genetic Material: Scientific Inquiry：The Search for the Genetic Material: Scientific Inquiry完整涵蓋Avery等與Hershey–Chase實驗，是本地最小科學史條目。,無另列最小次條目；315–317清楚容納兩項遺傳物質實驗，Nobel官方名單排除Chase。主最小科學探究條目覆蓋整題，保留C採計及雙重來源錯置，未把科學矛盾改為分類待審。,官方C且釋疑維持。Campbell印刷315將DNA鑑定為細菌轉型物質歸於Avery、MacLeod、McCarty，316–317另述Hershey與Chase的T2噬菌體證據；不能用官方採C抹除B在科學史的證據。釋疑稱Chase獲1969諾貝爾獎亦有誤，官方得主為Delbrück、Hershey、Luria，不含Chase。T2的DNA結果不表示所有病毒都以DNA為遺傳物質。,"315,316,317","364,365,366",Codex /root,ISU-112-R2-Q40
ISU-112-Q41,FORMAL,False,A,A,同年度釋疑維持原答案A,26,26,5,1,5,questions/Q41.png,9eeea02ad011beaf6ca0dd2a880d64a81fd59165325b06209d5c9379bcedd08b,L2914,43.3 / Antibodies as Tools,L1251,20.2 / Analyzing Gene Expression,43.3 / Antibodies as Tools：題目要辨識以蛋白質為被測物的抗體分析方法，Antibodies as Tools是比一般基因表現更直接的真實最小主目。,20.2 / Analyzing Gene Expression：Analyzing Gene Expression涵蓋RNA層級的分析，用來與原題Northern及real-time PCR選項對照。,官方A且釋疑維持：IHC、western blot、ELISA可評估蛋白質。Northern測RNA；即時PCR本身擴增DNA，測mRNA需先逆轉錄，原題與釋疑省略此步驟的差異照存。IHC可半定量，染色訊號不等於無須校準即可得到絕對蛋白量；Campbell提供工具原理，具名方法由官方資料補充。,"423,424,425,969","472,473,474,1018",Codex /root,ISU-112-R2-Q41
ISU-112-Q42,FORMAL,False,D,D,同年度釋疑維持原答案D,26,26,5,1,6,questions/Q42.png,c33b825739e067a463fa34b3553056ef170b11b2f5148baa0a0b7568beeecfc1,L1307,21.2 / Understanding Genes and Gene Expression at the Systems Level,,,21.2 / Understanding Genes and Gene Expression at the Systems Level：本地Understanding Genes and Gene Expression at the Systems Level將proteomics定位為整體蛋白研究，是蛋白體與代謝體工具題的最小系統層級目錄。,無另列最小次條目；不能按此題所列常規用途直接測，質譜可涵蓋兩者。446–447系統層級研究為最小主目，EMBL-EBI補儀器方法；未發明本地Mass Spectrometry目錄。,官方D且釋疑維持。質譜可用於蛋白／胜肽及小分子代謝物分析；RNA-seq、Northern測RNA層級，即時PCR測核酸而非直接測蛋白。Campbell支援系統生物學與proteomics範圍，具體質譜應用由EMBL-EBI資料補足，不聲稱該書條目詳列全部儀器流程。,"446,447","495,496",Codex /root,ISU-112-R2-Q42
ISU-112-Q43,FORMAL,False,D,D,同年度釋疑維持原答案D,26,26,5,1,6,questions/Q43.png,7c10a233b108aad97603894d82006d23c0e35923c0a95a87a7f9ca8d0460517a,L2930,43.4 / Cancer and Immunity,,,43.4 / Cancer and Immunity：Cancer and Immunity提供癌症與免疫防禦的最小主題定位；本地印刷974聚焦病毒相關癌症，沒有逐一列出題中四個檢查點／標記蛋白，具名機制由年度釋疑及外部來源補足。,無另列最小次條目；官方43明用刺激／抑制的廣義框架，CD27原始研究支持共同刺激，CD133則作幹細胞標記。主Cancer and Immunity，保留狹義用語及配體位置的差異。,官方D且釋疑維持。本年度公告採共同刺激與抑制的廣義檢查點：CTLA4具抑制角色、PD-L1是PD-1的配體、CD27具共同刺激功能；CD133主要作幹／前驅細胞表面標記。若只採狹義抑制性檢查點，CD27會被不恰當排除，故保留定義範圍。PD-L1可為細胞表面配體，不能只因公告寫癌細胞「分泌」便限定成分泌蛋白或免疫細胞專有蛋白。,"974,975","1023,1024",Codex /root,ISU-112-R2-Q43
ISU-112-Q44,FORMAL,False,D,D,同年度釋疑維持原答案D,26,26,5,1,6,questions/Q44.png,16647eb4dc5d1cc879b54b3dd948bd03d81428ff2a46bacdaea62ca0bc2e0f41,L1123,18.2 / Regulation of Chromatin Structure,,,18.2 / Regulation of Chromatin Structure：組蛋白尾部後轉譯修飾影響染色質與轉錄，Regulation of Chromatin Structure是本地最小目錄，不以胺基酸化學取代基因調控主題。,無另列最小次條目；兩者不能等同。371–373定位染色質修飾，2004研究阻止「絕不修飾」的錯解；D採計依2023釋疑範圍，未以另一本未讀教材冒充本地證據。,官方D且釋疑維持，公告以當時列為「關鍵」基因調控的修飾為範圍。Histidine磷酸化並非不存在，2004原始研究已檢出H4組胺酸激酶活性；不能將原題「不參與」當作所有條件下絕無修飾。公告引用Molecular Cell Biology9e非本輪本地教材，本輪未冒稱讀過該書或證實2026所有相關讀取蛋白仍未發現。,"371,372,373","420,421,422",Codex /root,ISU-112-R2-Q44
ISU-112-Q45,FORMAL,False,C,C,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,27,27,6,1,,questions/Q45.png,fc598a1dac4443f8126669b802178a13aeb88321d8cbac5a581e0f7a42d557fb,L0349,6.4 / Lysosomes: Digestive Compartments,,,6.4 / Lysosomes: Digestive Compartments：Lysosomes: Digestive Compartments直接描述autophagy分解胞器並回收單體，是飢餓自噬的最小目錄。,無另列最小次條目；107–108描述包裹與送入溶體分解，C指主要降解場所；回收物再利用不等於溶體直接大量製ATP。主Lysosomes最小條目。,官方C。自噬體包裹胞器後送入溶體分解，回收產物可供代謝使用；原題「產生能量」不能解讀成溶體本身即為產生ATP的主要胞器。,"107,108","156,157",Codex /root,ISU-112-R2-Q45
ISU-112-Q46,FORMAL,False,C,C,同年度釋疑維持原答案C,27,27,6,1,7,questions/Q46.png,d003b6aa1c713b03db4633c2f4aaf56e97bc000bc6684e5f619d82f0018b9083,L1136,18.3 / Effects on mRNAs by MicroRNAs and Small Interfering RNAs,,,18.3 / Effects on mRNAs by MicroRNAs and Small Interfering RNAs：Effects on mRNAs by MicroRNAs and Small Interfering RNAs是本地直接比較兩類小RNA的最小目錄。,無另列最小次條目；380前驅物結構及2008小鼠內源siRNA證據排除C的全稱解讀；雙股前驅物／成熟guide和Dicer屬內切酶使B、D也非正確二分。官方C不改，主18.3兩類小RNA的真實最小目錄明確。,官方C且釋疑維持，但不能普遍定義siRNA全為外源性。Campbell印刷380依前驅物結構差異區分兩者，兩類前驅物大致皆含雙股RNA；2008小鼠卵母細胞原始研究已證實內源性siRNA，並非僅Arabidopsis。Dicer本身也是核酸內切酶，不能用D的酵素類名當互斥區別；成熟guide單股與加工前duplex也不能像B直接二分。,"379,380","428,429",Codex /root,ISU-112-R2-Q46
ISU-112-Q47,FORMAL,False,A,A,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,27,27,6,1,,questions/Q47.png,0e23f7f938546c983e23efecdd23206636ab4d9c5f6c3b72cddd83319e3896d0,L0708,11.2 / Receptors in the Plasma Membrane,,,11.2 / Receptors in the Plasma Membrane：Receptors in the Plasma Membrane中RTK圖與段落直接比較受體胞內激酶、配體結合及典型二聚作用。,無另列最小次條目；217–220圖文支持胞內受體激酶與典型二聚活化，A符合；主Receptors in the Plasma Membrane，不把正文RTK小標冒作獨立目錄。,官方A。RTK的酪胺酸激酶域是受體胞內部分，以ATP提供磷酸基；胞外區與配體結合。典型受體活化涉及二聚或既有二聚體構形改變，不是B的胞外激酶，也不是去磷酸化酵素。,"217,218,219,220","266,267,268,269",Codex /root,ISU-112-R2-Q47
ISU-112-Q48,FORMAL,False,B,B,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,27,27,6,1,,questions/Q48.png,a978d9821b5c932c0bbe41e97b13274781643880d6fee50c9e046f88ce39cb4c,L1126,18.2 / Regulation of Transcription Initiation,L1120,18.2 / Differential Gene Expression,18.2 / Regulation of Transcription Initiation：同一基因體中的特定調節蛋白組合引導轉錄起始，是Regulation of Transcription Initiation的直接機制。,18.2 / Differential Gene Expression：Differential Gene Expression交代不同組織大致擁有相同基因體卻表現不同蛋白的前提，是應保留的同章次目。,官方B。神經與胰腺細胞表現不同調節蛋白組合，導致不同基因被啟動；在題設一般分化細胞比較中，不需假定其所有基因、cis調控序列或啟動子已變成不同集合。,"370,371,373,374,375,376","419,420,422,423,424,425",Codex /root,ISU-112-R2-Q48
ISU-112-Q49,FORMAL,False,B,B,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,27,27,6,1,,questions/Q49.png,671eb961becd48146a50b4f95b8836e9240e9cffcbc53806bf60c39214a70449,L0466,7.5 / Endocytosis,L0388,6.7 / Cell Walls of Plants,7.5 / Endocytosis：Endocytosis描述吞噬需膜包覆大型顆粒的機制，是四種輸入方式中辨識最不可能者的最小主目。,6.7 / Cell Walls of Plants：Cell Walls of Plants提供細胞壁對形變與大顆粒進入的限制，補足具壁細胞情境。,官方B。細胞壁限制膜向外包覆大顆粒，因而一般吞噬最不可能；滲透、促進擴散與主動運輸仍可跨膜進行。不能將此結論擴張成植物完全沒有任何形式的胞吞。,"118,119,139,140","167,168,188,189",Codex /root,ISU-112-R2-Q49
ISU-112-Q50,FORMAL,False,B,B,未列於本輪取得112生物釋疑PDF4下方至7；依同年度答案PDF1最下方生物表採計；不宣稱不存在其他未取得公告,27,27,6,1,,questions/Q50.png,380735e310355b0465ec5c197b2c608064cdae663f3c2f7ca05bd48647ab7041,L2596,39.5 / Defenses Against Pathogens,,,39.5 / Defenses Against Pathogens：Defenses Against Pathogens直接說明真菌等病原被辨識後誘發phytoalexins，為真實最小目錄。,無另列最小次條目；866–868是植物誘發抗病原物，chitin為真菌相關辨識訊號；依括號英文採B並分辨defensins蛋白。主Defenses Against Pathogens足夠，不將背景光敏素列為次目。,官方B。植物可產生具抗菌作用的phytoalexins；chitin常來自真菌細胞壁，作為被辨識的訊號，非本題植物產生的防禦物。中文「植物防禦素」依括號phytoalexins定義，勿直接等同另一類plant defensins抗真菌蛋白；名稱與來源差異照存。,"866,867,868","915,916,917",Codex /root,ISU-112-R2-Q50
