題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,官方答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-106-Q31,FORMAL,False,A,A,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,3,20,3,1,24,,questions/Q31.png,835d10233dbfcb25060063d0061b8c9163c2b3b28b233d252cc0f1792651afe0,L1072,17.4 / Building a Polypeptide,,,17.4 / Building a Polypeptide：轉譯延長中核糖體轉位的GTP水解就位於Building a Polypeptide。,無另列最小次條目；350–353延長圖及文字核對核糖體轉位，A為GTP水解；Building a Polypeptide足以涵蓋，不額外把一般ATP章當次分類。,官方A。轉位需要延長因子相關GTP→GDP+Pi水解；ATP→AMP+PPi與tRNA胺醯化等不同步驟相關，不用整體蛋白合成耗ATP來替換題目指定的轉位能源。,"350,351,352,353","399,400,401,402",Codex /root,ISU-106-R2-Q31
ISU-106-Q32,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q32.png,c09b15bc38a89a5cab400b0b6795e8df87f7a9f216c0dfd53dd9cd006c931dcf,L3036,45.3 / Parathyroid Hormone and Vitamin D: Control of Blood Calcium,,,45.3 / Parathyroid Hormone and Vitamin D: Control of Blood Calcium：PTH及維生素D協調血鈣調節是可直接對應的最小條目。,無另列最小次條目；1011–1012專節直接支持血鈣上升C且活化D非E；骨再吸收的用字差異保留，主45.3精確葉已涵蓋各作用器官，無需散列一般腎章。,官方C。PTH促進骨鈣動員、腎保鈣及維生素D活化，總效應使血鈣增加。D寫維生素E錯誤；B提osteoclast卻僅說「吸收鈣離子」，不能把骨質再吸收、鈣釋入血液與細胞吸收混為一談，亦不把PTH對破骨細胞的作用簡化為必然直接受體刺激。,"1011,1012","1060,1061",Codex /root,ISU-106-R2-Q32
ISU-106-Q33,FORMAL,False,A,A,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q33.png,e187eff8d9f884150c5b659cb89213a8249e712acd0aed4ede5fe32cff20213d,L1445,23.2 / The Hardy-Weinberg Equation,,,23.2 / The Hardy-Weinberg Equation：已知對偶基因頻率求異型合子比例直接使用哈溫方程。,無另列最小次條目；題文清楚給a，重算p=0.6、2pq=0.48並檢查總基因型0.36+0.48+0.16=1，A確定；只用哈溫方程的真實最小條目。,官方A。q=0.4、p=1−q=0.6，異型合子Aa=2pq=2×0.6×0.4=0.48。0.36與0.16分別是兩種同型合子，0.24只算一種配對順序；平衡條件由題幹給定，不把此比例當所有實際族群必然成立。,"490,491,492,493","539,540,541,542",Codex /root,ISU-106-R2-Q33
ISU-106-Q34,FORMAL,False,D,D,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q34.png,46ffde3c96b7e94f987cc3390d55d9df76f2374bf382aea7422e52210d895124,L2783,42.3 / Blood Vessel Structure and Function,,,42.3 / Blood Vessel Structure and Function：動靜脈與微血管壁層次的比較為判斷有無平滑肌的直接依據。,無另列最小次條目；929–931血管壁比較支持D，內皮及基底膜無一般血管肌層；將周細胞界線放科學註，不因支持細胞存在而改變血管構造分類。,官方D。微血管壁以單層內皮及基底膜為主，沒有動脈、微動脈及靜脈的平滑肌中層。部分微血管有周細胞，不能把這點改寫成微血管具有一般血管平滑肌層，亦不稱其周邊完全沒有支持細胞。,"929,930,931","978,979,980",Codex /root,ISU-106-R2-Q34
ISU-106-Q35,FORMAL,False,A,A,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q35.png,dceac1230135030b4578a5e236498e902b2edeb34130e1ec7117067eac58506f,L0313,6.1 / Microscopy,,,6.1 / Microscopy：顯微鏡解析度及光學限制在Microscopy條目，油鏡是其應用。,無另列最小次條目；94–96給解析度框架，Nikon官方油鏡頁直接說明高折射率介質，A確認；油鏡細節外部補足，主6.1 Microscopy不捏造教材未列oil immersion葉。,官方A。油以較高且與玻璃接近的折射率取代空氣間隙，減少光損失並提高有效數值孔徑及解析能力；並非主要改變光的入射波長或靠黏滯度。Campbell94–96說明解析度原理，油的具體功能由Nikon官方說明補足；不聲稱教材該段包含油鏡專論或把解析度等同放大倍率。,"94,95,96","143,144,145",Codex /root,ISU-106-R2-Q35
ISU-106-Q36,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q36.png,1c13c0fa3eb8c0e42f72432014e96d0e2eb11d8931ce1317272b87a5242f1f70,L2126,33.4 / Ecdysozoans are the most species-rich animal group,"L2130,L2133",33.4 / Nematodes ; 33.4 / Arthropods,33.4 / Ecdysozoans are the most species-rich animal group：兩類動物共有的蛻皮現象在Ecdysozoa概念導言，不能只歸到其中一個類群。,33.4 / Nematodes：線蟲角質層成長時蛻換的證據；33.4 / Arthropods：節肢動物外骨骼蛻換的證據,官方C。兩者屬蛻皮動物，成長要蛻去外被；線蟲的cuticle與節肢動物外骨骼材料及構造不完全相同。A後口式敘述、B皆懸浮攝食及D皆有纖毛幼蟲都不構成此共同特徵。主概念及兩個同章最小次目全部保存，章級仍只計一次。,"705,706,707","754,755,756",Codex /root,ISU-106-R2-Q36
ISU-106-Q37,FORMAL,False,A,A,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q37.png,e359397d90fe0093e2996d1cb536b21a7a483f30abc65dc000b45170a380732b,L2303,35.3 / Primary Growth of Shoots,L2286,"35.1 / Dermal, Vascular, and Ground Tissues",35.3 / Primary Growth of Shoots：莖初生構造中環狀與散生維管束比較直接辨認真雙子葉／單子葉。,"35.1 / Dermal, Vascular, and Ground Tissues：皮層、髓及維管組織系統的分布補足B的判斷。",官方A。教材770圖示真雙子葉植物莖維管束環列，常分出皮層與髓；單子葉典型散生。但原C只說「有可能是草本植物」，與草本真雙子葉並不互斥，不能宣稱C在科學上絕不可能。未列本輪釋疑，仍按A採計並保留單選措辭歧義；分類確定為莖構造，並無未解的分類待審。,"762,769,770,771,772","811,818,819,820,821",Codex /root,ISU-106-R2-Q37
ISU-106-Q38,FORMAL,False,D,D,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q38.png,3a664f7aa6ba1a0d9668d665c304f35ae793e175a810a3dbe13b80d9bc3c941f,L2557,39.2 / A Survey of Plant Hormones,L2564,39.3 / Blue-Light Photoreceptors,39.2 / A Survey of Plant Hormones：生長素向背光侧分布及促進莖伸長位於植物激素總覽的auxin正文。,39.3 / Blue-Light Photoreceptors：向光素等藍光受器是光方向刺激連到生長反應的次要機制。,官方D。正向光性莖在背光側生長素較多，該側伸長較快造成向光彎曲；不以「光破壞auxin」解釋。生長素主要由頂端等生長區產生，非必然在彎曲處生成。極性運輸含跨膜流出與再進入，B把整體下運寫成經質外體過度簡化。Auxin不是本地最小目錄葉，採真實A Survey of Plant Hormones。,"846,847,848,849,855,856","895,896,897,898,904,905",Codex /root,ISU-106-R2-Q38
ISU-106-Q39,FORMAL,False,B,B,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q39.png,6cd620f8ddeaddc171a874bf1380316e8b0751c3ede4adfd0da246a92a623da1,L3017,45.2 / Simple Neuroendocrine Pathways,L3114,"46.5 / Conception, Embryonic Development, and Birth",45.2 / Simple Neuroendocrine Pathways：吸吮刺激—神經分泌—oxytocin—排乳是典型神經內分泌迴路。,"46.5 / Conception, Embryonic Development, and Birth：哺乳與出生後乳腺功能在繁殖章說明，保留production與ejection的區別。",官方B。oxytocin刺激乳腺肌上皮收縮，使乳汁排出；prolactin主要促進乳汁製造。題目說刺激乳腺管是功能概括，不把oxytocin當成促乳汁合成的主要激素。,"1005,1006,1036,1037","1054,1055,1085,1086",Codex /root,ISU-106-R2-Q39
ISU-106-Q40,FORMAL,False,D,D,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q40.png,2c3fd9aff66466fbbfb50afd28efc4d829e38e4f878242ff0d81eb4000e1d522,L2495,38.1 / Seed Development and Structure,L2486,38.1 / The Angiosperm Life Cycle: An Overview,38.1 / Seed Development and Structure：種子發育中種皮母體來源及胚乳倍數直接判別IV、V。,38.1 / The Angiosperm Life Cycle: An Overview：被子植物生活史與雙受精提供配子、合子及胚乳的倍數基礎。,官方D，即IV、V。依典型被子植物雙受精，n=16：精子16、葉莖32、合子32、母體珠被成種皮32、胚乳48。原題只稱植物但使用3n胚乳框架，不能推廣成所有植物胚乳皆三倍體；原圖題號、羅馬數字及seed coat照存。,"826,827,828,829","875,876,877,878",Codex /root,ISU-106-R2-Q40
ISU-106-Q41,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q41.png,d774e514b85fc7ca9675dbcf9dc6d8264b4bf98066a8d44979996b905791a565,L2694,41.1 / Assessing Nutritional Needs,L3150,47.2 / Organogenesis,41.1 / Assessing Nutritional Needs：葉酸攝取與神經管缺陷的明確例子在Assessing Nutritional Needs段落。,47.2 / Organogenesis：神經管形成及後續器官發生說明缺乏時受影響的發育構造。,官方C。教材902將孕期葉酸不足與neural tube defects聯繫。葉酸不是只有孕婦能吸收的維生素，也不因胎兒自行產生高濃度葉酸而需補充。此為原題學理說明，未提供個人補充劑量或臨床用藥建議；最小主條目不是較前的Essential Nutrients表格。,"899,900,901,902,903,1054,1055","948,949,950,951,952,1103,1104",Codex /root,ISU-106-R2-Q41
ISU-106-Q42,FORMAL,False,D,D,106年度6/23審議會議釋疑：最終採計D（原答案D）,5,22,5,1,24,28,questions/Q42.png,2d6244105475e8893f8a316f6cbcc332c2bdbdc93c3873d8f0da33768f328736,L2870,43.1 / Innate Immunity of Vertebrates,,,43.1 / Innate Immunity of Vertebrates：脊椎動物先天免疫的屏障分泌物及lysozyme直接涵蓋眼與呼吸道。,無另列最小次條目；官方28與954–956核對lysozyme屏障支持D，保留分泌物實際pH可變及未取得原測量文獻；分類確為脊椎先天免疫，不將pH争議改成化學酸鹼題。,官方及同年釋疑D。淚液及黏液中的溶菌酶能破壞易感細菌的肽聚醣，為表面防禦之一；干擾素及補體有免疫功能但不符此題最直接屏障例子。釋疑以分泌液接近中性反駁靠微鹼性殺菌，不因此宣稱所有人的淚液與呼吸道分泌物必恆等pH7；未取得釋疑所引測量研究原文。,"954,955,956","1003,1004,1005",Codex /root,ISU-106-R2-Q42
ISU-106-Q43,FORMAL,False,B,B,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q43.png,9b0acc37d7099cc779a27cb3c0f58dd172c78dbb69cf788981f6030bccff79ea,L2960,44.2 / The Influence of Evolution and Environment on Nitrogenous Wastes,L2957,44.2 / Forms of Nitrogenous Waste,44.2 / The Influence of Evolution and Environment on Nitrogenous Wastes：缺水與氮廢物形式的適應關係為本題主軸，非僅背誦尿素化學性質。,44.2 / Forms of Nitrogenous Waste：氨與尿素的毒性、需水及能量代價提供各選項比較依據。,官方B。有限且停滯水體難以稀釋毒性較高的氨，轉為尿素有節水利益但合成需能量。尿素較低毒，非藉高毒排除競爭者，也不能由此推出组织低滲。題設為特定環境適應模型，不能說所有非洲肺魚在每一生活階段都只排尿素。,"982,983","1031,1032",Codex /root,ISU-106-R2-Q43
ISU-106-Q44,FORMAL,False,D,D,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q44.png,488e79b3b401e03685d15a5a8e10cb27bd323af4f55c1c59e2cc87b81747e5ea,L3160,47.3 / Fate Mapping,L1149,18.4 / Cytoplasmic Determinants and Inductive Signals,47.3 / Fate Mapping：命運圖譜以P顆粒追蹤線蟲生殖細胞譜系，直接指向題中前驅細胞。,18.4 / Cytoplasmic Determinants and Inductive Signals：卵內RNA／蛋白不均等分布是細胞質決定因子與後續命運的機制背景。,官方D。教材1059追蹤P granules進入生殖細胞譜系，顆粒含RNA及蛋白。原題寫gonadal tissue過廣，應區分生殖細胞前驅與性腺的體細胞組成，不能說所有性腺組織都有此特徵。A的母源蛋白亦是廣義描述，D較具辨識性；顆粒作譜系標誌不等於其單獨足以或必需決定全部命運。,"382,383,1058,1059,1060,1061","431,432,1107,1108,1109,1110",Codex /root,ISU-106-R2-Q44
ISU-106-Q45,FORMAL,False,D,D,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q45.png,fb9cf7205f425a70c36da2fb70e68eb4a82dcd34a2b3ef7f699eef5dc036b41c,L3134,47.1 / Fertilization,,,47.1 / Fertilization：鈣訊號促皮質顆粒胞吐與受精套膜形成是受精條目的直接機制。,無另列最小次條目；1044–1046圖文支持皮質胞吐和套膜形成，D最直接；螯合部位及物種未指定的邊界保留，主Fertilization已涵蓋快慢阻擋，不加無關肌肉鈣訊號次目。,官方D。依題意螯合有效參與卵活化的Ca2+會抑制皮質反應及fertilization envelope形成。頂體反應屬精子步驟；教材以海膽等的快、慢阻止多精機制區分，不能泛化成所有物種都有電位型快速阻斷。題幹未指定螯合劑可達部位、濃度及物種，D是題設下最直接結果，並非排除任何其他效應。,"1044,1045,1046","1093,1094,1095",Codex /root,ISU-106-R2-Q45
ISU-106-Q46,FORMAL,False,D,D,106年度6/23審議會議釋疑：最終採計D（原答案D）,5,22,5,1,24,28,questions/Q46.png,0c24627bf3e556ef64a7b6ef2866fec63bba0b078956f1ac892ddc9368ba47c2,L2896,43.3 / Helper T Cells: Activating Adaptive Immunity,L2886,43.2 / Antigen Recognition by T Cells,43.3 / Helper T Cells: Activating Adaptive Immunity：CD4協助helper T cell與MHC II結合，是活化適應免疫的直接交互作用。,43.2 / Antigen Recognition by T Cells：TCR辨認抗原—MHC與共受器的角色需由T細胞抗原辨認條目補足。,官方及同年釋疑D。CD4作MHC II共受器，喪失功能首先影響這項交互作用；後續刺激CTL亦可間接受損，不能說C相關功能必然完全正常。釋疑把CD28／CTLA-4與B7放在同段，科學上須區分CD28共刺激與CTLA-4抑制功能，不能把兩者都解釋成單純促活化；相關研究摘要另查證。,"959,960,963,964","1008,1009,1012,1013",Codex /root,ISU-106-R2-Q46
ISU-106-Q47,FORMAL,False,A,A,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q47.png,7d3f385adab56d188887c6f01041af52dde8513d5be6adf9d49347343f262cec,L3381,50.5 / Vertebrate Skeletal Muscle,L3231,48.4 / Neurotransmitters,50.5 / Vertebrate Skeletal Muscle：教材1129在骨骼肌運動神經接合處直接具名myasthenia gravis，比泛列神經傳遞更精確。,48.4 / Neurotransmitters：乙醯膽鹼及其受器是神經肌肉傳遞失常所涉及的分子。,官方A。典型重症肌無力涉及神經肌肉接合處乙醯膽鹼受器被自體免疫攻擊而傳遞不足。題問四種傳遞物對應的受器，不把疾病所有亞型都說成只破壞AChR，也不改歸其他受器；本地教材提供具名疾病與機制。,"1080,1081,1126,1127,1128,1129","1129,1130,1175,1176,1177,1178",Codex /root,ISU-106-R2-Q47
ISU-106-Q48,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q48.png,097685e3460f27dd87aa3d2c18feeb04e27e74d9992cbab9870e893628d6525e,L3248,49.1 / Glia,,,49.1 / Glia：星狀細胞屬glia，教材1090說明其支持血腦屏障，是題列選項的直接落點。,無另列最小次條目；1090–1091的Glia與綜述可見段落可並存：題列C，屏障內皮緊密連接為主要物理基礎。分類確定，對最重要措辭保持範圍，不因課外細節把主分類改成微血管解剖。,官方C。四項中astrocyte符合教材所述屏障支持功能；屏障的物理基礎主要為腦血管內皮及緊密連接，並有周細胞、基底膜與星狀細胞等共同調節。不能把題目「最重要」擴張成內皮不存在或屏障完全由星狀細胞構成。PMC直連僅得驗證頁，另保存工具可見原始綜述段落的表示，不冒稱下載全文。,"1090,1091","1139,1140",Codex /root,ISU-106-R2-Q48
ISU-106-Q49,FORMAL,False,A,A,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,6,23,6,1,24,,questions/Q49.png,60bd5fba9a5a84c261513343acc71d7b43812a84569c8dd532458930ddada25e,L0262,5.4 / Amino Acids (Monomers),,,5.4 / Amino Acids (Monomers)：以胺基酸側鏈酸鹼與電荷辨認Glu，是教材可直接支持的最小主分類。,無另列最小次條目；重開Q49後從75–78側鏈化學及Cytiva介質原理逐項比較，正電介質吸負電Glu，A確認；His不照中性pH列表概括正電。主5.4胺基酸葉，未造出教材不存在的離子交換層析葉。,官方A。陰離子交換介質帶正電並保留負電溶質；在pH8比較四種胺基酸，Glu側鏈羧酸主要去質子化，相對負電最強，題設下保留較強而較晚洗脫。Ala近兩性離子、Lys側鏈仍偏正，His咪唑在pH8多已去質子化，不能照pH7分類一律稱His為正電。實際洗脫還受緩衝液與鹽梯度影響；Cytiva說明支持交換介質原理，未提供此四分子的實測色譜。,"75,76,77,78","124,125,126,127",Codex /root,ISU-106-R2-Q49
ISU-106-Q50,FORMAL,False,C,C,未列本輪取得的106年度生物釋疑PDF26–28；依同年答案採計，不宣稱沒有其他未取得公告,6,23,6,1,24,,questions/Q50.png,9b2cd679fe6334111ee0cdd959932add796e72575fb7752fa518dba4002830be,L2883,43.2 / Antigen Recognition by B Cells and Antibodies,,,43.2 / Antigen Recognition by B Cells and Antibodies：抗體的變異區與抗原結合位置在B細胞／抗體抗原辨認條目。,無另列最小次條目；完整原圖確認A/B只寫輕鏈與重鏈；958–959及作者教材顯示兩鏈共同V區/CDR結合。官方C不變，重疊選項不篡改，主43.2抗體抗原辨認的最小葉確定。,官方C。輕、重鏈的變異區共同形成結合面，其中hypervariable regions／CDRs最直接與辨識特異性相關。A、B原文並沒有「只」字，故不能捏造「只靠輕鏈」再反駁；C是最具體位置，輕重鏈亦參與的原題選項層級重疊照存。Campbell958–959提供V區原理，具名hypervariable細分由作者教材補足。,"958,959","1007,1008",Codex /root,ISU-106-R2-Q50
