題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,官方答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-109-Q34,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q34.png,b36ed3c85c9a2b8d676dfbef1f8a3136767d84686766d9ae40a551a95629de4f,L2773,42.2 / The Mammalian Heart: A Closer Look,,,42.2 / The Mammalian Heart: A Closer Look：心室週期各階段的壓力變化是心臟運作條目的直接考點。,無另列最小次條目；比較dP/dt與壓力峰值，作者教材指等容收縮達最大上升率；B，無需將射血較高壓力錯當變化率。,B。等容收縮期間四瓣關閉、心室壓快速上升；最大dP/dt是壓力上升速率，不是射血期較高的壓力峰值。Campbell支援週期框架，作者生理教材直接支持最大上升率所在階段。,"926,927,928","975,976,977",Codex /root,ISU-109-R2-Q34
ISU-109-Q35,FORMAL,False,A,A,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q35.png,4eee642f3d89beb346e4e988f712444373610cd3344649c2f016e070f78767b3,L2802,42.4 / Blood Composition and Function,,,42.4 / Blood Composition and Function：凝血蛋白由血液成分功能下的凝血過程說明。,無另列最小次條目；印刷936–937凝血箭頭顯示thrombin作用於fibrinogen，A；不把前驅物或抗凝物當催化酵素。,A。Thrombin催化fibrinogen轉為fibrin；prothrombin是前驅物，肝素為抗凝而非此轉換酵素。,"935,936,937","984,985,986",Codex /root,ISU-109-R2-Q35
ISU-109-Q36,FORMAL,False,A,A,109年度7/1審議會議釋疑維持原答案A,4,22,4,1,24,29,questions/Q36.png,34e9457a4ad8509ec091928e7c178843af3a8f704d2cb8474e357e17e2dc5acd,L2853,42.7 / Respiratory Pigments,,,42.7 / Respiratory Pigments：影響血紅素氧解離與親和力的因素屬呼吸色素。,無另列最小次條目；官方109釋疑PDF29維持A；固定PO2比較解離曲線，區分DPG改親和力與低PO2改飽和度，也保留慢性缺氧可間接改DPG。,"A。2,3-DPG增加使血紅素較不易結氧，官方PDF29引用Vander15e印刷468維持A。單純低PO2降低飽和度不等於在相同PO2下親和力下降；慢性缺氧可間接提高DPG，須區分即時自變項及適應。原題二磷甘油酯用詞照存，現亦稱2,3-BPG。","947,948,949","996,997,998",Codex /root,ISU-109-R2-Q36
ISU-109-Q37,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q37.png,2c22e701561b7d56e77f92d45aedb51cd0d03a68cd9b613f0f42d1064384d012,L2843,42.6 / Control of Breathing in Humans,,,42.6 / Control of Breathing in Humans：頸動脈體偵測動脈氣體以調整通氣，是呼吸控制的周邊化學回饋。,無另列最小次條目；Campbell周邊呼吸回饋加S37舌咽神經分支確認C；B的迷走屬主要主動脈體路徑，不能套到頸動脈體。,C。低PaO2刺激頸動脈體，亦可反應CO2與H+。頸動脈體傳入主要經舌咽神經而非B的迷走神經；主動脈體才主要走迷走。頸動脈竇壓力受器與頸動脈體化學受器不混同。,"945,946,947","994,995,996",Codex /root,ISU-109-R2-Q37
ISU-109-Q38,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q38.png,18f255bddcee72b3a703710b40c59994cf825b6dd8649db8987b23c4d29da72e,L2714,41.3 / Digestion in the Small Intestine,L2711,41.3 / Digestion in the Stomach,41.3 / Digestion in the Small Intestine：胰臟酵素分泌至小腸時的活化狀態是主要比较。,41.3 / Digestion in the Stomach：胃以pepsinogen分泌再活化，補足A選項的跨部位比較。,C。澱粉酶可直接以活性形式分泌；pepsin、trypsin及chymotrypsin通常先以相應酵素原分泌以避免自我消化。選項列活化酵素名稱，不代表它們的分泌型也是活化型。,"907,908,909","956,957,958",Codex /root,ISU-109-R2-Q38
ISU-109-Q39,FORMAL,False,D,D,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q39.png,86b48d5976ff59685b124fa7fc870aad5fcba2f899a6f6afbb24022f9a8edb71,L3309,49.5 / The Brain’s Reward System and Drug Addiction,,,49.5 / The Brain’s Reward System and Drug Addiction：中腦多巴胺獎賞迴路及成癮，直接有腦獎賞系統最小條目。,無另列最小次條目；題目要求獎賞與濫藥特定迴路，49.5明列Brain’s Reward System，較總論精確，D而非黑質紋狀體。,D。腹側被蓋區投射到伏隔核等邊緣區的多巴胺迴路與獎賞／濫藥相關。黑質紋狀體主要關聯動作調控；其他選項可能參與行為，但不是此題最直接路徑。,"1103,1104","1152,1153",Codex /root,ISU-109-R2-Q39
ISU-109-Q40,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,4,22,4,1,24,,questions/Q40.png,3ebb9247cef32ad62e256ecd7d7bbfe019267e6a129bbf5300780d12a9284973,L2743,41.5 / Regulation of Energy Storage,L3039,45.3 / Adrenal Hormones: Response to Stress,41.5 / Regulation of Energy Storage：長時間運動調整燃料動員，胰島素下降屬能量儲存的調節。,45.3 / Adrenal Hormones: Response to Stress：腎上腺素促進燃料動員提供持續運動的荷爾蒙背景。,C。持續運動時交感及腎上腺素性作用可抑制胰島素分泌，肌肉仍可因收縮增加葡萄糖攝取；脂肪酸可供能。此為典型持續運動條件，不混同訓練後靜息或任意進食／補糖情境。,"915,916,1012,1013","964,965,1061,1062",Codex /root,ISU-109-R2-Q40
ISU-109-Q41,FORMAL,False,D,D,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q41.png,12365dddca7689cee58efa4d12a86712dcc52a6763d988c58c8edb880b7cbe52,L3251,49.2 / The vertebrate brain is regionally specialized,L2708,"41.3 / The Oral Cavity, Pharynx, and Esophagus",49.2 / The vertebrate brain is regionally specialized：定位延髓需腦區特化；正文腦幹敘述在49.2首個小目之前，目錄未另列Brainstem。,"41.3 / The Oral Cavity, Pharynx, and Esophagus：吞嚥的咽與食道過程提供反射功能背景。",D。Campbell印刷1093的延髓功能包含吞嚥。橋腦可參與相關網絡，但題目問典型吞嚥中樞定位。最小目錄採Concept 49.2，不虛構正文圖說為目錄小目。,"906,1091,1092,1093","955,1140,1141,1142",Codex /root,ISU-109-R2-Q41
ISU-109-Q42,FORMAL,False,A,A,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q42.png,f6f185bb363511c7e073c3521677198eb9c50636236b97ae4b89e3ae833d5df2,L2805,42.4 / Cardiovascular Disease,,,42.4 / Cardiovascular Disease：LDL與HDL相對含量的動脈粥狀硬化風險，直接屬心血管疾病。,無另列最小次條目；教材心血管疾病段支持A為可能風險上升；不把關聯寫成個人診斷或HDL的無條件因果保護。,A。LDL相對HDL增加是教材列出的風險關係；是群體風險指標，非單一比值足以診斷，亦不把HDL一律視為因果性保護保證。,"937,938,939","986,987,988",Codex /root,ISU-109-R2-Q42
ISU-109-Q43,FORMAL,False,D,D,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q43.png,3b996c802dd82941c39c39da96b7c9b57a6f5e6ffd242dfc8c8be05e66c977ed,L3381,50.5 / Vertebrate Skeletal Muscle,L3206,48.3 / Graded Potentials and Action Potentials,50.5 / Vertebrate Skeletal Muscle：張力由肌纖維大小、運動單元招募及刺激頻率調節，主屬骨骼肌。,48.3 / Graded Potentials and Action Potentials：動作電位全有全無特性解釋D不是一般張力編碼方式。,D。正常生理條件下，單一肌纖維動作電位幅度近全有全無，張力以頻率、招募及纖維大小調節。不可擴張為任何病理性膜電位或離子改變都不影響收縮。,"1073,1128,1129,1130,1131","1122,1177,1178,1179,1180",Codex /root,ISU-109-R2-Q43
ISU-109-Q44,FORMAL,False,B,B,109年度7/1審議會議釋疑維持原答案B,5,23,5,1,24,29,questions/Q44.png,db71c4e529e780c59d2d3089ac2ad02b67ab77fd8b7cec586dae643d1bcae4ea,L1019,16.2 / Replicating the Ends of DNA Molecules,,,16.2 / Replicating the Ends of DNA Molecules：端粒酶解決線性染色體末端複製問題，直接有末端複製條目。,無另列最小次條目；教材末端圖與官方PDF29均為加在既有DNA3′端、合成5′→3′；B，另一股補齊不是端粒酶直接雙股延伸。,B。端粒酶以自身RNA為模板，向既有DNA的3′端加核苷酸，合成方向仍為5′→3′；互補股由其他複製酵素補上，不是端粒酶直接同時延長兩股。官方PDF29所引Weaver3e印刷735維持B，引用頁限公告內內容。,"328,329","377,378",Codex /root,ISU-109-R2-Q44
ISU-109-Q45,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q45.png,6240505953981a69d0126926cfedbded9b4a811422254cbab6eb59492ddc6161,L2763,42.1 / Organization of Vertebrate Circulatory Systems,,,42.1 / Organization of Vertebrate Circulatory Systems：龜類心室分隔及肺／體循環分流直接屬脊椎動物循環系統比較。,無另列最小次條目；重新開Q45原圖，對照Campbell龜類及原作者腔室圖：體動脈出口連CV，肺旁路為R-L，C正確。研究物種不同與NOAA取得失敗明示，未用其冒充綠蠵龜直接量測。,C。龜類有兩心房及未完全隔開的心室；體動脈流出途徑由cavum venosum通向主動脈，略過肺為右至左分流，非D的左至右。cavum venosum名稱不代表其中永遠僅有缺氧血。Campbell圖文支援龜類框架；1976原研究對象為Pseudemys與Testudo，支持一般龜類腔室機制，不冒稱綠蠵龜直接實驗。NOAA海龜PDF取得失敗，未作已讀證據。,"924,925,926","973,974,975",Codex /root,ISU-109-R2-Q45
ISU-109-Q46,FORMAL,False,A,A,109年度7/1審議會議釋疑維持原答案A,5,23,5,1,24,29,questions/Q46.png,2c2432c99b20a7a55005b329cb7fc6765dddd5b55dc94ac0a923c47ba8653f9f,L2733,41.4 / Mutualistic Adaptations,,,41.4 / Mutualistic Adaptations：反芻胃內微生物協助植物食物消化，直接屬互利適應。,無另列最小次條目；題問共生消化的胃室位置，41.4互利適應直接；官方PDF29以主要發酵及最大胃室維持A，未推論其他胃室完全無菌。,A。瘤胃是主要共生發酵場所，官方PDF29引用Sherwood2e印刷655，稱容量最大且為纖維消化主場所，維持A。不是其他胃室沒有細菌，也不將「最多」偷換成經測量各部位每毫升密度；引用書頁僅讀公告圖文。,"912,913,914","961,962,963",Codex /root,ISU-109-R2-Q46
ISU-109-Q47,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q47.png,c696e38977e21aa22a86fe0d339d5c7293f6de7554f53ded39bbac4645f1543f,L2805,42.4 / Cardiovascular Disease,,,42.4 / Cardiovascular Disease：心肌受損釋出酵素的病理情境對應心血管疾病；Campbell未細列標記時間。,無另列最小次條目；S47歷史教材指受損後早期升高而非正常零值，C；按四個酵素判讀，不宣稱CK是所有標記中最早或現行唯一診斷指標。,C。依原題四種酵素，CK是心肌受損後早期上升的典型指標，補充教材列約3–6小時。CK原本就可在血中測得，應理解為受損後增高，不是首次從無到有；總CK非心肌專一，CK-MB也不等同總CK，不主張其為所有現行生物標記中最早。,"937,938","986,987",Codex /root,ISU-109-R2-Q47
ISU-109-Q48,FORMAL,False,C,C,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q48.png,0f940f7f29cb252e9d075144d3115cb083db469b346cb32bf5cc4b018acecceb,L2970,44.4 / The nephron is organized for stepwise processing of blood filtrate,,,44.4 / The nephron is organized for stepwise processing of blood filtrate：大小選擇性濾過在Concept 44.4印刷987開头、From Blood Filtrate to Urine之前，故以該Concept為最小真實目錄。,無另列最小次條目；重開原圖及完整印刷987，濾過選擇性在44.4引言、From Blood Filtrate to Urine之前，主目修為44.4。尿素C最易過濾，保留全屏障多層結構限制。,C。尿素分子小，可自由濾過；紅血球及多數大分子蛋白被完整濾過屏障限制。題幹只寫內皮窗孔較簡化，實際屏障還有基底膜及足細胞裂隙；不把單一窗孔說成全部選擇性的唯一來源。,"984,985,986,987","1033,1034,1035,1036",Codex /root,ISU-109-R2-Q48
ISU-109-Q49,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q49.png,441f667e1ea7cf1e69cd3779d4b49d3c6c93edbd7a647768d8ada6a7d9e710c4,L2987,44.5 / Homeostatic Regulation of the Kidney,,,44.5 / Homeostatic Regulation of the Kidney：低鈉經RAAS與醛固酮保鈉屬腎臟恆定調節。,無另列最小次條目；低鈉典型RAAS保鈉反應為B；濃度還受尿量影響，腎素應拼renin，兩項差異都保留，分類仍為腎臟恆定調節。,B。典型低鈉攝入刺激保鈉反應，使醛固酮增加、腎鈉重吸收增加。尿鈉排出量與濃度須區分，濃度亦受水量影響。原題腎素英文rennin應為renin，rennin另指凝乳酶用語；原題照存。,"994,995,996","1043,1044,1045",Codex /root,ISU-109-R2-Q49
ISU-109-Q50,FORMAL,False,B,B,未列本輪取得的109年度釋疑PDF28–29；依同年答案採計，不宣稱沒有其他未取得公告,5,23,5,1,24,,questions/Q50.png,1b03a7c515d862b73e238dec953637bfe3c41350101058eef9b1fd57f1e91d49,L0673,10.5 / Photorespiration: An Evolutionary Relic?,"L0676,L0679",10.5 / C4 Plants ; 10.5 / CAM Plants,10.5 / Photorespiration: An Evolutionary Relic?：熱乾燥環境中C3植物Rubisco氧化反應增加，直接屬光呼吸。,10.5 / C4 Plants：玉米以C4空間分隔濃縮CO2；10.5 / CAM Plants：鳳梨和仙人掌的CAM時間分隔減少水分代價及光呼吸。,B。菠菜是C3植物，關閉氣孔使葉內CO2低而相對O2高，較易光呼吸；玉米C4、鳳梨及仙人掌CAM具有濃縮／保存CO2策略。比較限題設典型條件，不說CAM或C4絕無光呼吸。,"203,204,205","252,253,254",Codex /root,ISU-109-R2-Q50
