題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,官方答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-107-Q31,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q31.png,fa937a97e49c84bb71c7c0b7e113a8bc5dc85da7f92334e17f9f6685d246071f,L1107,18.1 / Operons: The Basic Concept,L1110,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation,18.1 / Operons: The Basic Concept：細菌操控子共同調控代謝基因的基本架構直接列於Operons。,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation：trp／lac的可抑制與可誘導操控子反證細菌只有一種operon。,官方C。典型細菌操控子由共同調控序列協調相關基因表現，對代謝重要；教材以一啟動子控制多個相鄰結構基因示範。原B一promoter一基因不表達本題典型操控子概念，但不能將教材多基因範例推成自然界絕無單基因操控子。,"366,367,368,369","415,416,417,418",Codex /root,ISU-107-R2-Q31
ISU-107-Q32,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q32.png,ce6770ab272ed42a7aea21dee879dad149f49af9a494f6fea67b354382bf8d59,L1123,18.2 / Regulation of Chromatin Structure,L1022,16.3 / A chromosome consists of a DNA molecule packed together with proteins,18.2 / Regulation of Chromatin Structure：染色質狀態影響轉殖基因轉錄可及性，直接採染色質結構調控。,16.3 / A chromosome consists of a DNA molecule packed together with proteins：常染色質與異染色質的包裝定義在16.3開頭至332，保留結構基礎。,官方B。真染色質較鬆散，通常容許轉錄因子接近；DNA甲基化及未乙醯化組蛋白多與抑制表現相關。插入真染色質僅提高可表現的可能，仍需啟動子、調控因子與完整基因等條件，不能保證隨機插入必定發光。,"330,331,332,371,372,373","379,380,381,420,421,422",Codex /root,ISU-107-R2-Q32
ISU-107-Q33,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q33.png,a8ffcee8610e4aa29e4b60f0013e270b3bb19a2132f93f9f09459bb6d1f78a8f,L1192,19.2 / Viruses replicate only in host cells,,,19.2 / Viruses replicate only in host cells：宿主範圍與受器相合性就在19.2概念開頭，早於General Features子節，故概念為真實最小邊界。,無另列最小次條目；401正文先講host range及receptors，後才下General Features標題；最小主目是19.2概念開頭。PDF TOC與本地文字拼接異文已標記，B受器確認。,官方B。病毒表面組件與宿主細胞受器相互辨認是宿主範圍的重要決定因素，細胞內相容性也有影響，並非唯受器一項。本文目錄L1192把概念與下一小節文字拼在一起；本年度以PDF目錄40／正文401的Viruses replicate only in host cells為準，原TOC保留。,"401,402","450,451",Codex /root,ISU-107-R2-Q33
ISU-107-Q34,FORMAL,False,B,B,107年度6/15審議會議釋疑維持原答案B,4,21,4,1,24,26,questions/Q34.png,aedd4fe1ec15654470657553017ed552f9f259be76eebbf4a670edaf29e1d673,L1267,20.3 / Stem Cells of Animals,L2917,43.3 / Immune Rejection,20.3 / Stem Cells of Animals：已分化體細胞重編程成iPS及其與ES差異，直接位於動物幹細胞條目。,43.3 / Immune Rejection：自體來源可降低同種異體排斥，但非免疫學上的必然零排斥，故另列Immune Rejection。,官方B，同年Q34釋疑維持B，解釋11e430的iPS與ES基因表現／功能差異。本地12e432圖20.21為完全分化人皮膚細胞導入四個調控基因，故A未分化完全及因子傳送措辭不精確，C融合非此重編程，D全部特性相同錯誤。B「不會產生排斥」是過度絕對化；S08同系小鼠iPS來源畸胎瘤出現排斥，不能保證所有自體移植物均免疫耐受。官方採B保留，且不外推所有人類iPS成熟衍生細胞皆會排斥。,"430,431,432,969,970","479,480,481,1018,1019",Codex /root,ISU-107-R2-Q34
ISU-107-Q35,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q35.png,5db5f89ec7a34d83fcc1d83029a779a7cb636cf4f464dba016ab05fea3e3a6de,L1465,23.4 / Natural Selection: A Closer Look,,,23.4 / Natural Selection: A Closer Look：偏好中間表型、淘汰兩端的自然選擇型態直接在Natural Selection: A Closer Look段。,無另列最小次條目；498選擇型態圖與段落確認中間表型優勢為穩定型C，非兩端受益或小群體隨機抽樣。最小目錄為Natural Selection: A Closer Look。,官方C。暴風雨後中等翼長較易存活是穩定型選擇；分裂型偏好兩端、人工選擇由人選育，奠基者效應是小群體抽樣。Stabilizing Selection為正文類型，不是另列的TOC葉節。,"497,498","546,547",Codex /root,ISU-107-R2-Q35
ISU-107-Q36,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q36.png,1bc81dd53e3cb9f2439a20a68607d4e1f49b29409d1e8e5ccff14d5d8f486771,L1754,27.4 / Archaea,L1715,27.1 / Internal Organization and DNA,27.4 / Archaea：古菌與其他兩域的比較直接由Archaea條目及表27.2界定。,27.1 / Internal Organization and DNA：細菌／古菌核糖體與染色體的原核構造背景保留為次目。,官方D原樣採計，取得的同年釋疑未列Q36。表27.2說古菌有些基因有introns、部分種類具histones，不能支持A無intron或B無染色體結合蛋白；C單股DNA也不成立。S09及教材對照古菌與細菌均為70S類核糖體；S為沉降係數，不能直接等同幾何大小。與真核的演化／成分相似性不能推出古菌核糖體一律較細菌大或為80S。D缺乏普遍有效的科學支持，保留此採計與來源衝突；分類可明確歸古菌比較，不以改答案或刪題解決。,"577,578,583,584,585","626,627,632,633,634",Codex /root,ISU-107-R2-Q36
ISU-107-Q37,FORMAL,False,A,A,107年度6/15審議會議釋疑維持原答案A,4,21,4,1,24,27,questions/Q37.png,5655d369ed091bb74172ad0be7163dc22064455308c91668725ee11d134063af,L2313,35.4 / The Cork Cambium and the Production of Periderm,L2310,35.4 / The Vascular Cambium and Secondary Vascular Tissue,35.4 / The Cork Cambium and the Production of Periderm：樹皮範圍、木栓形成層及周皮的定義是判定A所缺組織的直接條目。,35.4 / The Vascular Cambium and Secondary Vascular Tissue：B涉及維管形成層向內木質部、向外韌皮部的不同分生組織，另存同章次目。,官方A，同年Q37釋疑維持A。樹皮是維管形成層外全部組織，包含次級韌皮部及周皮，不只木栓形成層和木栓。原B泛稱cambium在此應指維管形成層；C應精確說部分韌皮部薄壁細胞可在後期形成木栓形成層。官方11e770圖35.19步驟4、7與12e772同圖步驟4、7逐項對照，最初在皮層、後可在韌皮部薄壁細胞形成，不把兩種形成層混用。,"772,773,774","821,822,823",Codex /root,ISU-107-R2-Q37
ISU-107-Q38,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,4,21,4,1,24,,questions/Q38.png,e5821bb68bee090fde721a703d2d4e0f1d01a62e9f254001ac79e7237661475e,L2450,37.2 / Essential Elements,"L2453,L2469","37.2 / Symptoms of Mineral Deficiency ; 37.3 / Epiphytes, Parasitic Plants, and Carnivorous Plants",37.2 / Essential Elements：微量元素需要量少源於功能與所需濃度，Essential Elements直接區分大量／微量。,"37.2 / Symptoms of Mineral Deficiency：可移動礦物缺乏先見老葉屬缺乏症狀；37.3 / Epiphytes, Parasitic Plants, and Carnivorous Plants：食肉植物利用獵物補充缺氮土壤的營養另列。",官方B。微量元素常作酵素輔因子，需求微量不等於其本質有害；濃度過高仍可有毒。植物有機物的碳主要來自CO2，食肉植物可在缺氮地生存。D「容易影響老葉」須補上缺乏可再移動元素的情境，非任何移動性礦物存在就損傷老葉。,"809,810,811,812,818,819","858,859,860,861,867,868",Codex /root,ISU-107-R2-Q38
ISU-107-Q39,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q39.png,d9f6ea468bb1122a0aa54d8effd2620c3c1705cccfc10d440eb3239212286019,L2711,41.3 / Digestion in the Stomach,L2740,41.5 / Regulation of Digestion,41.3 / Digestion in the Stomach：胃酸與黏膜更新／保護是潰瘍風險判斷核心。,41.5 / Regulation of Digestion：gastrin促酸與secretin促胰臟碳酸氫根分泌由消化調節小節補足。,官方C（1、3、4）。胃泌素持續分泌可增加酸，胃上皮更新變慢削弱保護，secretin不足可減少十二指腸酸中和。(2)原圖確寫Cl⁻/K⁺幫浦；已知胃酸泵為H⁺/K⁺-ATPase，故不能擅改離子後選A。實際酸分泌涉及氯與鉀通道，但不等同原文Cl/K酸泵。題內離子差異保留，S01及Campbell907、915支援判讀。,"907,908,909,915","956,957,958,964",Codex /root,ISU-107-R2-Q39
ISU-107-Q40,FORMAL,False,C,C,107年度6/15審議會議釋疑維持原答案C,5,22,5,1,24,27,questions/Q40.png,c986dc9def84c8cc9b9a591e220aa4fa25ee7625ee286a409e35b09f95cbfdd0,L2843,42.6 / Control of Breathing in Humans,,,42.6 / Control of Breathing in Humans：CO2透過腦脊髓液酸度調節延腦呼吸中樞，直接採人體呼吸控制。,無另列最小次條目；946段及同年Q40Vander引文一致為CO2主要透過腦脊髓液H+增加；B反向，C採計。人體呼吸控制一葉直接涵蓋，無另增不必要腦章次目。,官方C，同年Q40釋疑維持C，引用Vander 11e471。CO2增加可使腦脊髓液H+增加而刺激中樞，是間接化學訊號；B是H+減少方向相反，低O2主要由周邊化學受器感知。未把中樞稱為直接偵測CO2分子而忽略pH中介。,"946,947","995,996",Codex /root,ISU-107-R2-Q40
ISU-107-Q41,FORMAL,False,B,B,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q41.png,44ed94d52912c73ff5f18ebc08ab85443076cffcf2eff01ee2252a885e368421,L2880,43.2 / Antigens as the Trigger for Adaptive Immunity,L2883,43.2 / Antigen Recognition by B Cells and Antibodies,43.2 / Antigens as the Trigger for Adaptive Immunity：單一抗原可有多個epitopes是抗原引發適應性免疫段的直接敘述。,43.2 / Antigen Recognition by B Cells and Antibodies：重鏈與輕鏈變異區共同形成結合位的構造，用以釐清A與C措辭。,官方B。Campbell958說一個抗原通常可有多個抗原決定位，且重、輕鏈V區共同形成抗原結合位。原A及C只說與其中一鏈的變異區結合，沒有「只」字，字面上可能都是部分真實敘述，不能憑添加排他詞把兩者定為普遍錯誤。D的病毒內部大部分epitopes也缺乏此普遍結論；抗體對完整病毒表面可及抗原的辨認與T細胞處理內部蛋白不同。保留單選措辭歧義，B採計不改。,"958,959","1007,1008",Codex /root,ISU-107-R2-Q41
ISU-107-Q42,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q42.png,fb24313326e656a1b9adeeba73b5863ff862661c1890f250fee22eb5ab9cb4de,L2957,44.2 / Forms of Nitrogenous Waste,L2960,44.2 / The Influence of Evolution and Environment on Nitrogenous Wastes,44.2 / Forms of Nitrogenous Waste：氨、尿素與尿酸的毒性、溶解度和排水量是含氮廢物型態小節直接比較。,44.2 / The Influence of Evolution and Environment on Nitrogenous Wastes：B的有殼卵內沉澱儲存是環境影響含氮廢物選擇的直接段落。,官方D。尿酸水溶性低，可用糊狀或固體排出而節水，不是造成大量水損失。B沉澱累積的教材情境主要是有殼卵胚胎在卵中安全隔離廢物；不能泛指任何成年動物體內尿酸沉積都安全。,"982,983","1031,1032",Codex /root,ISU-107-R2-Q42
ISU-107-Q43,FORMAL,False,A,A,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q43.png,e27d2329fd2ba96cfcb8d08227df2d38a2235c05adcd83d6af73a98d2a1def75,L3144,47.2 / Gastrulation,L3150,47.2 / Organogenesis,47.2 / Gastrulation：三胚層的形成與表47.1各層主要衍生物在原腸形成段，直接核對配對。,47.2 / Organogenesis：神經管、體節等器官形成過程補足神經／骨骼的分化關係。,官方A。表47.1將循環系統主要歸中胚層，神經系統歸外胚層，肝臟上皮主要內胚層，骨骼主要中胚層。各器官可有混合來源的間質／血管，且部分頭顏骨骼來自神經脊，不能把選項配對當作每一細胞都同源的絕對說法。,"1049,1050,1051,1052,1053,1054,1055","1098,1099,1100,1101,1102,1103,1104",Codex /root,ISU-107-R2-Q43
ISU-107-Q44,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q44.png,e4e1d74f76b812ff61bbb51efce1985cb3efe30d5795a59c76d26490063afcdc,L3209,48.3 / Generation of Action Potentials: A Closer Look,L3206,48.3 / Graded Potentials and Action Potentials,48.3 / Generation of Action Potentials: A Closer Look：動作電位去極化、再極化和後過極化的通道狀態直接由生成細節說明。,48.3 / Graded Potentials and Action Potentials：全有全無與閾值需保留分級電位／動作電位比較小節。,官方C（1、3）。典型神經元去極化Na+通道先開，K+通道較慢；再極化時Na+通道失活而K+外流，後過極化主要因K+通道關閉較慢。原(3)「Na+ channel關閉」是口語簡化，精確狀態為inactivated，不能與恢復至可再開啟的closed混同；圖48.12的各狀態原樣對照。,"1073,1074,1075","1122,1123,1124",Codex /root,ISU-107-R2-Q44
ISU-107-Q45,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q45.png,93c62810ff9d3dfff87eeefa39b478bae9632ac206bf83217e179f7077e87396,L3085,46.3 / Human Male Reproductive Anatomy,,,46.3 / Human Male Reproductive Anatomy：附睪、曲細精管與附屬腺體分工直接在男性生殖構造小節。,無另列最小次條目；1025–1027確為曲細精管產生、附睪成熟獲活動力，C；日後capacitation分開。Human Male Reproductive Anatomy為實際最小目錄。,官方C。精子於曲細精管形成，經附睪成熟並獲得活動能力；精囊是分泌附屬腺，不是題目所問成熟處。之後女性生殖道的capacitation與附睪成熟是不同階段，不將能活動等同完成所有受精能力調整。,"1025,1026,1027","1074,1075,1076",Codex /root,ISU-107-R2-Q45
ISU-107-Q46,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q46.png,cde6c7d94660e8f9480e44ad04ac0c951720bac4e1a83dc3891f6cee84c0cbcf,L3026,45.2 / Thyroid Regulation: A Hormone Cascade Pathway,L2685,41.1 / Essential Nutrients,45.2 / Thyroid Regulation: A Hormone Cascade Pathway：甲狀腺以碘製造T3/T4的直接功能屬甲狀腺激素級聯。,41.1 / Essential Nutrients：碘為必需礦物質、缺乏可致甲狀腺腫的營養面另列。,官方C。碘供甲狀腺素合成，並非副甲狀腺、腎上腺或胰臟激素的此項必要原料。缺碘甲狀腺腫與回饋造成TSH刺激相關；不把加碘延伸為任意增加碘攝取量。,"899,900,901,1008,1009","948,949,950,1057,1058",Codex /root,ISU-107-R2-Q46
ISU-107-Q47,FORMAL,False,A,A,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,5,22,5,1,24,,questions/Q47.png,f5969a3c3e9930929848b1610a0c41fd12fcfe549dec7299a268d4524701b0ed,L2998,45.1 / Intercellular Information Flow,,,45.1 / Intercellular Information Flow：局部調節物與prostaglandin、aspirin/ibuprofen的正文在Intercellular Information Flow內。,無另列最小次條目；1001明列aspirin/ibuprofen抑制PG合成，A。正文局部調節物隸屬Intercellular Information Flow，無獨立Prostaglandins目錄，不造條目。,官方A。Campbell1001直接說兩者抑制前列腺素合成以減輕炎症及疼痛；NO、腎血管收縮及催產素不是題目所述共同直接作用。Prostaglandins是正文名詞，不另造為目錄小節。,"1000,1001","1049,1050",Codex /root,ISU-107-R2-Q47
ISU-107-Q48,FORMAL,False,D,D,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,6,23,6,1,24,,questions/Q48.png,d444a10e9e6827bf5fe0dc13c55a67d4985ff054ae30ee444d43fa55478f59ee,L1323,21.4 / Multicellular eukaryotes have a lot of noncoding DNA and many multigene families,,,21.4 / Multicellular eukaryotes have a lot of noncoding DNA and many multigene families：1.5%及其與其他DNA區域的比例就在21.4開頭圖21.6，早於下一重複DNA葉節。,無另列最小次條目；實看450圖21.6及概念21.4開頭，明列蛋白或rRNA/tRNA外顯子1.5%。D採計而原題廣義功能RNA範圍差保留，最小主目為概念開頭。,官方D。12e450圖21.6的1.5%為蛋白編碼或產生rRNA/tRNA的外顯子區域估計；不是全部有功能DNA，也不是所有調控序列。原題「其他功能RNA」比教材明指rRNA/tRNA更廣，不能據此宣稱其他非編碼DNA毫無功能或全部功能RNA都由該比例充分涵蓋。分類依基因組組成，保留範圍差異。,"450,451","499,500",Codex /root,ISU-107-R2-Q48
ISU-107-Q49,FORMAL,False,A,A,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,6,23,6,1,24,,questions/Q49.png,31e8a353862b2a2fe69167975c78c0b19b55666beeb32627bb588713474024b0,L0365,6.5 / Mitochondria: Chemical Energy Conversion,L0362,6.5 / The Evolutionary Origins of Mitochondria and Chloroplasts,6.5 / Mitochondria: Chemical Energy Conversion：線粒體數目、雙膜及能量轉換直接在Mitochondria小節。,6.5 / The Evolutionary Origins of Mitochondria and Chloroplasts：自身DNA與部分蛋白合成能力由線粒體／葉綠體演化來源段補足。,官方A。12e110明寫有些細胞僅一個線粒體，但通常有數百至數千，因此原A「通常只有一個」不符。它具雙膜及自身DNA、核糖體，但多數蛋白仍依賴核基因，不能將「自身遺傳體系」誇大為完全自主；多數成熟哺乳類紅血球等有例外。,"109,110,111","158,159,160",Codex /root,ISU-107-R2-Q49
ISU-107-Q50,FORMAL,False,C,C,未列本輪取得的107年度釋疑PDF26–27；依同年答案採計，不宣稱沒有其他未取得公告,6,23,6,1,24,,questions/Q50.png,3d2c72df86e9349664e7d9f2de02cf89375709cbffbbb0ea5c77c421cdeb1d7d,L1085,17.5 / Types of Small-Scale Mutations,L1042,17.1 / The Genetic Code,17.5 / Types of Small-Scale Mutations：非3倍數插入／缺失造成讀框移動屬小尺度突變類型的直接核心。,17.1 / The Genetic Code：以三字母一組閱讀的規則由遺傳密碼條目支援。,官方C。原字串確為THECATATETHERAT，C為THECATTETHERAT；逐字比對為刪除第7字A，長度15→14，刪1並非3的倍數，後方三字分組改變。A與B為同長重排，D同長替換；原句分組為THE CAT ATE THE RAT；C分組為THE CAT TET HER AT，保留刪除後末組不足三字的實際結果。,"340,341,357,358,359","389,390,406,407,408",Codex /root,ISU-107-R2-Q50
