題號,分類狀態,待審,原答案,採計答案,釋疑,本地原卷PDF頁,官方混科卷生物PDF頁,原卷印刷頁,答案PDF頁,官方答案PDF頁,釋疑PDF頁,官方第二次釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
ISU-110-Q33,FORMAL,False,A,A,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,26,26,4,1,29,,,questions/Q33.png,0dca0276ff314db57c50e2447e3af7c4c3b96f69f0f33cae60520f11a1b7d36b,L0724,11.3 / Small Molecules and Ions as Second Messengers,L0708,11.2 / Receptors in the Plasma Membrane,11.3 / Small Molecules and Ions as Second Messengers：β腎上腺素受體活化Gs與腺苷酸環化酶，提高cAMP第二訊使。,11.2 / Receptors in the Plasma Membrane：細胞膜受體條目提供G蛋白偶聯受體的上游路徑。,官方A。心臟β受體刺激可使cAMP及PKA訊號增加；本地TOC文字漏了Ions，採真實PDF目錄題名Small Molecules and Ions as Second Messengers。原題中文「乙型腎因性受體」保留，依英文β adrenergic receptor解為β腎上腺素受體，不當成另一種受體。,"217,218,219,223,224,225","266,267,268,272,273,274",Codex /root,ISU-110-R2-Q33
ISU-110-Q34,FORMAL,False,D,D,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,26,26,4,1,29,,,questions/Q34.png,bb2900d5b58429b2c3224154c144915861b2fa4c34146b9360e65f373fe0d5f0,L2899,43.3 / B Cells and Antibodies: A Response to Extracellular Pathogens,,,43.3 / B Cells and Antibodies: A Response to Extracellular Pathogens：派爾斑是腸黏膜淋巴組織，最接近B細胞抗體與黏膜IgA的最小條目；細部構造以Janeway補足。,無另列最小次條目；Janeway10-13明確区分黏膜免疫與消化，錯D；Campbell最小條目只負責分類框架且範圍透明。,官方D為錯誤敘述。Peyer’s patches含淋巴濾泡，相關M細胞將腸腔抗原轉運給下方免疫細胞，參與黏膜防禦，不以消化蛋白質為功能。Campbell966提供IgA保護黏膜的框架，未假稱其中直接列出派爾斑全部構造；M細胞轉運亦不等同專業抗原呈現細胞。,"964,965,966,968","1013,1014,1015,1017",Codex /root,ISU-110-R2-Q34
ISU-110-Q35,FORMAL,False,D,D,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,26,26,4,1,29,,,questions/Q35.png,6bcad96d011fb44c82d3aaa4fe43ffbeb09a00af90be2e7af6de4788ad819bbb,L3036,45.3 / Parathyroid Hormone and Vitamin D: Control of Blood Calcium,,,45.3 / Parathyroid Hormone and Vitamin D: Control of Blood Calcium：副甲狀腺素與維生素D條目直接處理血鈣的負回饋調控。,無另列最小次條目；1011–1012鈣恆定直接支持PTH D，選擇最小命名條目而非泛內分泌總章。,官方D。PTH整合骨、腎與活性維生素D相關作用以提高血鈣；不能把PTH誤寫成降低血鈣的降鈣素，也不是只靠單一器官作用。,"1011,1012","1060,1061",Codex /root,ISU-110-R2-Q35
ISU-110-Q36,FORMAL,False,A,A,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,26,26,4,1,29,,,questions/Q36.png,1dc731893c67ea0b760b15bdc1e82959661f64f8a3bb279b2340edf967420079,L3001,45.1 / Chemical Classes of Hormones,L3039,45.3 / Adrenal Hormones: Response to Stress,45.1 / Chemical Classes of Hormones：醛固酮屬類固醇，其化學類別決定以膽固醇為前驅物。,45.3 / Adrenal Hormones: Response to Stress：腎上腺激素條目確認醛固酮來自腎上腺皮質並調節鹽水平衡。,官方A。膽固醇是類固醇激素的前驅物；酪胺酸是兒茶酚胺等的前驅來源，不適合醛固酮。本題問生合成起始物，不以腎臟靶效應取代主分類。,"1001,1002,1012,1013,1014","1050,1051,1061,1062,1063",Codex /root,ISU-110-R2-Q36
ISU-110-Q37,FORMAL,False,C,C,8/17及8/19第二次會議兩版生物釋疑均維持原答案C,27,27,5,1,29,6,35,questions/Q37.png,860daf7495388f2a08bd273b03a40d247ff406cc97544aa2c81bf0de376863b3,L3261,49.2 / Emotions,L3023,45.2 / Coordination of the Endocrine and Nervous Systems,49.2 / Emotions：邊緣系統參與情緒及動機，杏仁核等與下視丘的聯繫對應Emotions條目。,45.2 / Coordination of the Endocrine and Nervous Systems：神經內分泌協調補足下視丘連結內分泌與自主生理反應的角色。,官方C，兩版釋疑維持。下視丘與邊緣系統協調情緒伴隨的生理反應。官方列Ganong Review of Medical Physiology26版；本輪補讀的是出版社Ganong Examination & Board Review2版第17章公開Introduction，不聲稱已取得官方所引26版全文。,"1006,1007,1092,1093,1095,1096","1055,1056,1141,1142,1144,1145",Codex /root,ISU-110-R2-Q37
ISU-110-Q38,FORMAL,False,C,C,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q38.png,cdcceb712651eaed10a52ee30e323dc400c74842f44b4ee37afe168f1fc84ba1,L3374,50.4 / Smell in Humans,L3271,49.3 / Information Processing,50.4 / Smell in Humans：受問感覺為嗅覺，先定位化學感受的Smell條目。,49.3 / Information Processing：皮質感覺訊息處理說明多數感覺輸入經丘腦中繼，對照嗅覺例外。,官方C。嗅覺到初級嗅皮質沒有必經丘腦的第一級中繼；不是嗅覺任何階段都與丘腦無關。Sela等丘腦病灶研究顯示辨識與愉悅度仍可受影響。Campbell1093的概括敘述與1097「多數」感覺傳入需按此範圍解讀。,"1092,1093,1097,1124,1125","1141,1142,1146,1173,1174",Codex /root,ISU-110-R2-Q38
ISU-110-Q39,FORMAL,False,C,C,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q39.png,8510ed9d2f3a5b7743ae6bc2f1cf3c57f8f93341c739e5c7f858f835290c725c,L2974,44.4 / From Blood Filtrate to Urine: A Closer Look,"L3036,L2802",45.3 / Parathyroid Hormone and Vitamin D: Control of Blood Calcium ; 42.4 / Blood Composition and Function,44.4 / From Blood Filtrate to Urine: A Closer Look：慢性腎功能受損涉及濾液處理及排泄失調，主分類依腎元功能。,45.3 / Parathyroid Hormone and Vitamin D: Control of Blood Calcium：PTH與維生素D說明CKD礦質平衡；42.4 / Blood Composition and Function：血液組成的EPO段落說明腎病相關貧血。,官方C為不正確敘述，血鈣「大幅增加」不是未加條件的典型CKD後果。腎功能下降可使肌酸酐累積、EPO不足及活性維生素D減少，鈣磷與PTH調節失衡。NIDDK明示CKD血鈣可低、正常或高；不能反向斷言所有CKD永遠低血鈣，治療與病程也會改變數值。,"936,987,988,989,994,995,1011,1012","985,1036,1037,1038,1043,1044,1060,1061",Codex /root,ISU-110-R2-Q39
ISU-110-Q40,FORMAL,False,C,C,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q40.png,cec30ea6d8d0b175539120b5981ada69c8af48d7ccdce6d52935d6c902fdab3a,L2789,42.3 / Blood Pressure,L2770,42.2 / Mammalian Circulation,42.3 / Blood Pressure：題目以壓力大小與測量方法辨別肺動脈敘述，主歸Blood Pressure。,42.2 / Mammalian Circulation：哺乳類雙循環支持肺動脈血流方向、氧含量與體循環差異。,官方C為錯誤敘述。一般肱動脈壓脈帶不能量得肺動脈壓，肺動脈壓須專門方法如導管；Klabunde圖示正常約25/10mmHg供量級比較。肺動脈含氧相對較低，不是完全沒有氧；不能把一般袖帶120/80直接套用。,"926,930,931,932","975,979,980,981",Codex /root,ISU-110-R2-Q40
ISU-110-Q41,FORMAL,False,A,A,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q41.png,23351fd8e647c4c95b11ef29620450174538dc44d318ef5f57769447d24d9651,L0411,7.1 / The Fluidity of Membranes,L0466,7.5 / Endocytosis,7.1 / The Fluidity of Membranes：胞膜小窩的膽固醇富集結構先按膜脂組成與性質分類，課本外精細構造需明列來源。,7.5 / Endocytosis：胞吞作用提供膜內陷形成運輸囊泡的框架。,官方A。Caveolae是富膽固醇的細胞膜內陷，Alberts胞吞章直接描述燒瓶狀內陷與脂筏組成；不是所有健康細胞都必有，也不能把它與clathrin包被小窩混為一種。Campbell提供一般膜及胞吞原理，不聲稱它直接證明caveolae的全部細節。,"128,129,139,140","177,178,188,189",Codex /root,ISU-110-R2-Q41
ISU-110-Q42,FORMAL,False,C,C,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q42.png,9c05c9bcfd810a67fd65c69ded3da920893b9b3415732e818424813a12dcc9a8,L1123,18.2 / Regulation of Chromatin Structure,,,18.2 / Regulation of Chromatin Structure：組蛋白乙醯化改變染色質包裝與DNA可及性，是染色質層次的基因表現調控。,無另列最小次條目；371–372支持降低緊密包裝、通常促進轉錄C；非直接改DNA序列，來源的概括作用加通常限定。,官方C。乙醯化通常減弱組蛋白與DNA的緊密作用，有利轉錄機器接近DNA；並非DNA鹼基序列突變，也不保證任何位置的乙醯化都必然開啟每個基因。,"371,372","420,421",Codex /root,ISU-110-R2-Q42
ISU-110-Q43,FORMAL,False,C,C,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q43.png,a982517eb712e8e686aab69b3b57da9bfa0b8a8bd2263fb2a9f8be8b3d605b44,L1013,16.2 / Proofreading and Repairing DNA,,,16.2 / Proofreading and Repairing DNA：紫外線造成嘧啶二聚體，核苷酸切除修復失效情境直接落在DNA修復。,無另列最小次條目；327–328核苷酸切除修復與thymine dimer支持C；原題thymidine dimers保留，76歲情境不夠作遺傳疾病確診。,官方C。相鄰胸腺嘧啶可形成二聚體，修復缺陷提高UV損伤風險。原題英文thymidine dimer與標準thymine dimer用詞差別保存；題幹老年個案本身不足以確診遺傳性著色性乾皮症，只以其修復原理分類。,"327,328","376,377",Codex /root,ISU-110-R2-Q43
ISU-110-Q44,FORMAL,False,A,A,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q44.png,70974587a17317d90494efb9de1fe6b498eb6210fd04a8cf72ab4c1dcd9cc957,L1085,17.5 / Types of Small-Scale Mutations,L1042,17.1 / The Genetic Code,17.5 / Types of Small-Scale Mutations：終止密碼轉為可編碼密碼使多肽延長，屬小尺度鹼基替換的功能後果。,17.1 / The Genetic Code：遺傳密碼表可獨立判讀UAA、CAA、UAG、CGA、UGA、GAU與GAC。,官方A。UAA→CAA使終止訊號變為Gln，可能讀至下游終止密碼；B仍為終止，C造成提前終止，D為同義替換。原題正常β鏈141個胺基酸有誤：UniProt P68871成熟鏈2–147共146個，含起始Met全序列147個。原題141與172均保留；僅憑這次替換無法推算延長後一定172個，仍能判斷A的stop-loss機制。,"340,341,357,358,359","389,390,406,407,408",Codex /root,ISU-110-R2-Q44
ISU-110-Q45,FORMAL,False,B,B,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,27,27,5,1,29,,,questions/Q45.png,88bc5871499c355c4045a067e0fa5a8aa5eb9e122b866ccc216f771a180d7151,L3004,45.1 / Cellular Hormone Response Pathways,L0711,11.2 / Intracellular Receptors,45.1 / Cellular Hormone Response Pathways：雌激素可進入細胞結合胞內受體，題目主要比較激素引發反應的受體位置。,11.2 / Intracellular Receptors：胞內受體條目補足脂溶性訊號調節基因表現機制。,官方B。雌激素的典型作用經胞內核受體；其他題列蛋白質激素通常經膜受體。這是題目要求的典型路徑，不宣稱雌激素完全沒有快速膜相關作用，也不把所有胞內受體配體限定為類固醇。,"220,221,1001,1002,1003","269,270,1050,1051,1052",Codex /root,ISU-110-R2-Q45
ISU-110-Q46,FORMAL,False,B,B,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,28,28,6,1,29,,,questions/Q46.png,57992759c4f3af187a12b6fcd6f0e4e047efd07f245960c87179cbef4f6084aa,L0789,12.3 / The Cell Cycle Control System,L1019,16.2 / Replicating the Ends of DNA Molecules,12.3 / The Cell Cycle Control System：細胞老化的核心為穩定的細胞週期停滯，按細胞週期控制最小條目分類。,16.2 / Replicating the Ends of DNA Molecules：端粒縮短可限制體細胞持續增殖，是複製性老化的相關原因，不代表全部老化只有此原因。,官方B。Senescence典型為持續的增殖停滯，細胞仍可存活並有代謝與分泌，不等於凋亡或壞死。Campbell控制點與端粒段落提供框架，精確senescence定義以González-Gualda等原作者指南摘要補足；一般短暫可逆靜止G0不能直接當作已證明細胞老化。,"244,245,247,248,249,328,329","293,294,296,297,298,377,378",Codex /root,ISU-110-R2-Q46
ISU-110-Q47,FORMAL,False,B,B,8/17及8/19第二次會議兩版生物釋疑均維持原答案B,28,28,6,1,29,6,35,questions/Q47.png,d9b940f56f56777c0ef10100b310e38cfe9f058378b9e642c9207de8fa5f2214,L1589,25.4 / Adaptive Radiations,,,25.4 / Adaptive Radiations：單一祖先在群島分化為多個生態不同物種，核心為適應輻射。,無另列最小次條目；542–544島嶼適應輻射與兩版釋疑支持B，未僅依族群數推斷同域或特定隔離途徑。,官方B，兩版釋疑維持。教材542–544以島嶼等環境說明適應輻射，和題設果蠅多樣化一致；僅憑總物種數不能推成所有種都已證明同一種地理隔離模式，也不改歸單純島嶼面積與滅絕平衡模型。,"542,543,544","591,592,593",Codex /root,ISU-110-R2-Q47
ISU-110-Q48,FORMAL,False,A,A,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,28,28,6,1,29,,,questions/Q48.png,f0d321f35278a0a4531eefb610591e82424f7f13d9a87a3d103a10bde9f700ab,L2792,42.3 / Capillary Function,L2795,42.3 / Fluid Return by the Lymphatic System,42.3 / Capillary Function：水腫取決微血管液體交換，血漿蛋白造成的膠體滲透作用是題目判別核心。,42.3 / Fluid Return by the Lymphatic System：淋巴回流回收組織液，阻塞可造成水腫。,官方A。其他條件相同時，增加留在血管內的血漿蛋白提高膠體滲透作用，不是促進水腫的因素；靜脈壓、微血管通透性上升或淋巴阻塞可促進水腫。此比較依蛋白主要留在血管的條件，不把所有臨床水腫簡化成單一壓力。,"932,933,934","981,982,983",Codex /root,ISU-110-R2-Q48
ISU-110-Q49,FORMAL,False,B,B,未列本輪取得8/17釋疑PDF5下方及6、8/19第二次會議官方組合PDF34下方及35；依同年答案採計，不宣稱沒有其他未取得公告,28,28,6,1,29,,,questions/Q49.png,be2a137ddfc3711ce2b44d3607e5de8f1e3716734edeb1f2a9e239346bdb401f,L2917,43.3 / Immune Rejection,L2924,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses",43.3 / Immune Rejection：不合血型輸血引發針對紅血球抗原的免疫破壞，最小主目是組織及血液的免疫排斥。,"43.4 / Exaggerated, Self-Directed, and Diminished Immune Responses：過強免疫反應中的IgE過敏可作第一型對照，保留同章次目而不多計章次。",官方B，第二型。依Janeway機制分類與Dean輸血章，抗體結合紅血球表面抗原可引起補體及細胞清除；ABO常見IgM，也可有IgG等情況。重點是細胞表面標的，非可溶性免疫複合物的第三型、IgE肥大細胞的第一型或T細胞延遲反應的第四型。分類為本輪綜合機制判讀。,"969,970,971","1018,1019,1020",Codex /root,ISU-110-R2-Q49
ISU-110-Q50,FORMAL,False,B,B,8/17及8/19第二次會議兩版生物釋疑均維持原答案B,28,28,6,1,29,6,35,questions/Q50.png,dc9d837b7ecfb8215fde8e7d925484cf0793e2df79ada82734c73d07a4345ff3,L2886,43.2 / Antigen Recognition by T Cells,,,43.2 / Antigen Recognition by T Cells：T細胞受體辨識MHC呈現的抗原胜肽，直接對應T Cell Antigen Recognition。,無另列最小次條目；原圖、兩版釋疑與959–960核對，官方B按TCR與胜肽MHC結合；識別方向的措辭不改原題，分類落T Cell Antigen Recognition。,官方B，兩版釋疑維持。原題將MHC說成能辨識某分子，方向與術語不精確；官方釋疑解為MHC-Ag複合物與T細胞受體結合。標準描述是MHC呈現胜肽、TCR辨識胜肽-MHC。NK受體確能辨識某些MHC訊號，不因此私改本題官方採計；保留題幹與釋疑重述的差異。,"959,960","1008,1009",Codex /root,ISU-110-R2-Q50
